Dot Point Measurements

Generated: Monday 21 August 2023 13:46:52

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare									Radius %
PCB16.JPG	      0		1020	1424													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		57.0
PCB16.JPG	      0		581	820													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		19.7
PCB16.JPG	      0		801	443													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		41.4
PCB16.JPG	      0		1070	1883													Substrate	Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)			82001012		100.0
PCB16.JPG	      0		747	119													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		72.4
PCB16.JPG	      0		680	1678													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		77.0
PCB16.JPG	      0		758	440													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		41.8
PCB16.JPG	      0		557	1492													Sessile invertebrates						00000002		62.5
PCB16.JPG	      0		604	678													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		25.3
PCB16.JPG	      0		885	376													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		48.8
PCB16.JPG	      0		814	644													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		22.4
PCB16.JPG	      0		967	1181													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		34.1
PCB16.JPG	      0		797	127													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		71.6
PCB16.JPG	      0		730	248													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		60.2
PCB16.JPG	      0		804	150													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		69.4
PCB16.JPG	      0		751	1151													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		26.3
PCB16.JPG	      0		615	1110													Cnidaria	Corals	Black & Octocorals	Fan (2D)			11168912		27.2
PCB16.JPG	      0		793	278													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		57.2
PCB16.JPG	      0		1014	1417													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		56.2
PCB18.JPG	      0		814	817													Sessile invertebrates						00000002		11.2
PCB18.JPG	      0		554	1463													Unscorable						00000001		66.3
PCB18.JPG	      0		945	23													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCB18.JPG	      0		895	1666													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		83.0
PCB18.JPG	      0		976	1486													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		65.2
PCB18.JPG	      0		927	975													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		14.4
PCB18.JPG	      0		774	970													Sponges	Massive forms	Simple				10000904		6.8
PCB18.JPG	      0		748	1138													Sessile invertebrates						00000002		25.1
PCB18.JPG	      0		886	645													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		31.5
PCB18.JPG	      0		1055	581													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		46.2
PCB18.JPG	      0		729	801													Sponges	Erect forms	Simple				10000916		15.7
PCB18.JPG	      0		970	550													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		44.4
PCB18.JPG	      0		653	347													Sessile invertebrates						00000002		65.3
PCB18.JPG	      0		654	512													Sponges	Massive forms	Simple				10000904		48.0
PCB18.JPG	      0		919	1607													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		77.0
PCB18.JPG	      0		809	1680													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		84.0
PCB18.JPG	      0		553	616													Sessile invertebrates						00000002		43.7
PCB18.JPG	      0		558	388													Sessile invertebrates						00000002		64.8
PCB18.JPG	      0		927	457													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		52.7
PCB18.JPG	      0		822	1655													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		81.2
PCB21.JPG	      0		749	570													Unscorable						00000001		54.7
PCB21.JPG	      0		925	1901													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		82.5
PCB21.JPG	      0		683	1644													Unscorable						00000001		56.7
PCB21.JPG	      0		833	1328													Sessile invertebrates						00000002		23.2
PCB21.JPG	      0		762	1549													Unscorable						00000001		45.8
PCB21.JPG	      0		714	604													Unscorable						00000001		51.7
PCB21.JPG	      0		730	127													Unscorable						00000001		100.0
PCB21.JPG	      0		661	1834													Unscorable						00000001		76.1
PCB21.JPG	      0		1006	285													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		86.1
PCB21.JPG	      0		1073	1437													Sponges	Erect forms	Branching				10000915		44.0
PCB21.JPG	      0		654	1886													Unscorable						00000001		81.4
PCB21.JPG	      0		646	560													Unscorable						00000001		57.7
PCB21.JPG	      0		942	473													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		66.0
PCB21.JPG	      0		598	1742													Unscorable						00000001		68.6
PCB21.JPG	      0		540	1639													Unscorable						00000001		61.0
PCB21.JPG	      0		774	1194													Sessile invertebrates						00000002		9.8
PCB21.JPG	      0		895	1680													Sessile invertebrates						00000002		59.7
PCB21.JPG	      0		952	391													Substrate	Unconsolidated (soft)	Pebble / gravel	Biologenic			82001007		74.4
PCB21.JPG	      0		876	711													Cnidaria	Corals	Black & Octocorals	Branching (3D)			11168902		40.7
PCB21.JPG	      0		1033	502													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		65.7
PCB28.JPG	      0		832	794													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		22.9
PCB28.JPG	      0		553	917													Unscorable						00000001		31.2
PCB28.JPG	      0		591	1596													Unscorable						00000001		75.1
PCB28.JPG	      0		922	1141													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		21.8
PCB28.JPG	      0		931	1100													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		19.0
PCB28.JPG	      0		860	721													Sessile invertebrates						00000002		31.8
PCB28.JPG	      0		1064	843													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		34.0
PCB28.JPG	      0		557	1679													Unscorable						00000001		85.6
PCB28.JPG	      0		559	552													Sessile invertebrates						00000002		58.8
PCB28.JPG	      0		602	1353													Unscorable						00000001		48.9
PCB28.JPG	      0		918	1127													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		20.3
PCB28.JPG	      0		747	620													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		43.7
PCB28.JPG	      0		1030	884													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		28.3
PCB28.JPG	      0		977	1124													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		24.9
PCB28.JPG	      0		1005	1588													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		73.2
PCB28.JPG	      0		738	858													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		17.6
PCB28.JPG	      0		723	1663													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		79.1
PCB28.JPG	      0		1031	345													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		79.3
PCB28.JPG	      0		626	740													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		36.2
PCB28.JPG	      0		960	144													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCB3.JPG	      0		692	1547													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		65.3
PCB3.JPG	      0		1064	162													Substrate	Consolidated (hard)	Rock				82001002		83.0
PCB3.JPG	      0		898	1895													Sessile invertebrates						00000002		100.0
PCB3.JPG	      0		852	1031													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		10.9
PCB3.JPG	      0		617	1663													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		78.8
PCB3.JPG	      0		1067	402													Substrate	Consolidated (hard)	Rock				82001002		59.8
PCB3.JPG	      0		662	598													Unscorable						00000001		38.0
PCB3.JPG	      0		807	1305													Sessile invertebrates						00000002		38.8
PCB3.JPG	      0		903	1205													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		29.7
PCB3.JPG	      0		997	228													Substrate	Consolidated (hard)	Rock				82001002		74.5
PCB3.JPG	      0		681	1009													Sessile invertebrates						00000002		17.0
PCB3.JPG	      0		768	91													Unscorable						00000001		86.7
PCB3.JPG	      0		716	879													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.3
PCB3.JPG	      0		804	1581													Sessile invertebrates						00000002		67.3
PCB3.JPG	      0		617	101													Unscorable						00000001		88.1
PCB3.JPG	      0		923	1318													Cnidaria	Hydroids					11001000		41.5
PCB3.JPG	      0		867	1426													Sessile invertebrates						00000002		51.5
PCB3.JPG	      0		903	1473													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		56.8
PCB3.JPG	      0		713	601													Unscorable						00000001		35.8
PCB3.JPG	      0		939	61													Sessile invertebrates						00000002		90.4
PCB9.JPG	      0		910	1837													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		42.9
PCB9.JPG	      0		971	1244													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		11.3
PCB9.JPG	      0		830	514													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		64.1
PCB9.JPG	      0		852	1657													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		28.1
PCB9.JPG	      0		604	847													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		42.1
PCB9.JPG	      0		832	1807													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		40.3
PCB9.JPG	      0		907	71													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCB9.JPG	      0		547	1646													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		36.5
PCB9.JPG	      0		608	1590													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		29.8
PCB9.JPG	      0		956	1395													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		11.2
PCB9.JPG	      0		739	1112													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		18.1
PCB9.JPG	      0		1033	1403													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		16.8
PCB9.JPG	      0		665	1141													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		19.9
PCB9.JPG	      0		998	1264													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.7
PCB9.JPG	      0		961	1600													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		25.3
PCB9.JPG	      0		950	1836													Substrate	Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)			82001012		43.4
PCB9.JPG	      0		931	1258													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		7.9
PCB9.JPG	      0		701	1375													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.9
PCB9.JPG	      0		990	1666													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		31.1
PCB9.JPG	      0		955	906													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		33.7
PCBP10.JPG	      0		1070	541													Substrate	Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)			82001012		35.5
PCBP10.JPG	      0		887	486													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		33.1
PCBP10.JPG	      0		965	659													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		19.5
PCBP10.JPG	      0		858	1476													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		67.8
PCBP10.JPG	      0		759	201													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		62.4
PCBP10.JPG	      0		1028	310													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		54.0
PCBP10.JPG	      0		815	166													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		65.4
PCBP10.JPG	      0		846	315													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		50.2
PCBP10.JPG	      0		1069	512													Substrate	Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)			82001012		37.8
PCBP10.JPG	      0		908	360													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		46.0
PCBP10.JPG	      0		730	1547													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		75.9
PCBP10.JPG	      0		899	241													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		57.9
PCBP10.JPG	      0		806	1331													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		53.2
PCBP10.JPG	      0		1010	672													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		21.8
PCBP10.JPG	      0		893	1792													Sponges	Erect forms	Branching				10000915		100.0
PCBP10.JPG	      0		542	1515													Sponges	Erect forms	Branching				10000915		78.0
PCBP10.JPG	      0		708	940													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		19.3
PCBP10.JPG	      0		558	945													Sessile invertebrates						00000002		32.3
PCBP10.JPG	      0		1014	1079													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		32.4
PCBP10.JPG	      0		539	1091													Sessile invertebrates						00000002		42.3
PCBP17.JPG	      0		1001	854													Sessile invertebrates						00000002		27.9
PCBP17.JPG	      0		722	1834													Unscorable						00000001		77.1
PCBP17.JPG	      0		734	1020													Sessile invertebrates						00000002		4.8
PCBP17.JPG	      0		632	1678													Unscorable						00000001		63.4
PCBP17.JPG	      0		893	1329													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		30.0
PCBP17.JPG	      0		642	749													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		31.1
PCBP17.JPG	      0		901	1236													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		22.4
PCBP17.JPG	      0		834	7													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		100.0
PCBP17.JPG	      0		558	915													Unscorable						00000001		24.6
PCBP17.JPG	      0		774	1263													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		21.6
PCBP17.JPG	      0		892	1905													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		84.5
PCBP17.JPG	      0		913	189													Sessile invertebrates						00000002		83.3
PCBP17.JPG	      0		772	80													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		92.8
PCBP17.JPG	      0		653	1748													Unscorable						00000001		69.6
PCBP17.JPG	      0		556	809													Unscorable						00000001		31.0
PCBP17.JPG	      0		743	554													Sessile invertebrates						00000002		47.1
PCBP17.JPG	      0		727	1245													Sessile invertebrates						00000002		20.5
PCBP17.JPG	      0		766	1442													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		39.0
PCBP17.JPG	      0		889	182													Sessile invertebrates						00000002		83.7
PCBP17.JPG	      0		996	1749													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		71.8
PCBP3.JPG	      0		1027	1419													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		43.1
PCBP3.JPG	      0		986	1024													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		20.0
PCBP3.JPG	      0		751	413													Sessile invertebrates						00000002		66.1
PCBP3.JPG	      0		946	1703													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		66.6
PCBP3.JPG	      0		565	357													Unscorable						00000001		75.3
PCBP3.JPG	      0		965	1517													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		49.0
PCBP3.JPG	      0		888	1644													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		59.6
PCBP3.JPG	      0		906	378													Sessile invertebrates						00000002		70.5
PCBP3.JPG	      0		719	1309													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		25.9
PCBP3.JPG	      0		858	1516													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		46.2
PCBP3.JPG	      0		788	1772													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		71.6
PCBP3.JPG	      0		697	940													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		15.9
PCBP3.JPG	      0		760	557													Cnidaria	Hydroids					11001000		51.5
PCBP3.JPG	      0		766	397													Sponges	Erect forms	Branching				10000915		67.7
PCBP3.JPG	      0		689	424													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		65.8
PCBP3.JPG	      0		615	1620													Sessile invertebrates						00000002		59.1
PCBP3.JPG	      0		571	103													Unscorable						00000001		100.0
PCBP3.JPG	      0		1061	1747													Sessile invertebrates						00000002		74.4
PCBP3.JPG	      0		712	1269													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		22.3
PCBP3.JPG	      0		571	1183													Sponges	Cup-likes	Barrels				10000907		25.4
PCBP8.JPG	      0		1018	1499													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		54.3
PCBP8.JPG	      0		898	1771													Unscorable						00000001		79.5
PCBP8.JPG	      0		866	1189													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		19.8
PCBP8.JPG	      0		648	816													Unscorable						00000001		27.9
PCBP8.JPG	      0		896	1828													Unscorable						00000001		85.4
PCBP8.JPG	      0		808	842													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		16.4
PCBP8.JPG	      0		842	697													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		30.6
PCBP8.JPG	      0		920	522													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		49.1
PCBP8.JPG	      0		662	1379													Unscorable						00000001		43.8
PCBP8.JPG	      0		815	21													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCBP8.JPG	      0		694	1239													Unscorable						00000001		29.7
PCBP8.JPG	      0		1070	1487													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		55.0
PCBP8.JPG	      0		585	102													Unscorable						00000001		95.7
PCBP8.JPG	      0		1017	1629													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		67.0
PCBP8.JPG	      0		765	805													Unscorable						00000001		21.6
PCBP8.JPG	      0		872	1046													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		5.5
PCBP8.JPG	      0		851	36													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		98.4
PCBP8.JPG	      0		906	514													Sessile invertebrates						00000002		49.7
PCBP8.JPG	      0		893	1252													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		26.6
PCBP8.JPG	      0		1022	1251													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		31.4
PCBRUV1.JPG	      0		930	331													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		48.9
PCBRUV1.JPG	      0		625	377													Unscorable						00000001		48.7
PCBRUV1.JPG	      0		1010	584													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		28.3
PCBRUV1.JPG	      0		538	494													Unscorable						00000001		44.0
PCBRUV1.JPG	      0		885	149													Cnidaria	Hydroids					11001000		66.4
PCBRUV1.JPG	      0		954	1697													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		89.4
PCBRUV1.JPG	      0		1015	745													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		18.5
PCBRUV1.JPG	      0		935	651													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		18.5
PCBRUV1.JPG	      0		869	1809													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCBRUV1.JPG	      0		948	1352													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		55.2
PCBRUV1.JPG	      0		973	375													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		45.6
PCBRUV1.JPG	      0		548	1085													Sessile invertebrates						00000002		40.3
PCBRUV1.JPG	      0		960	792													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.0
PCBRUV1.JPG	      0		739	113													Sessile invertebrates						00000002		70.8
PCBRUV1.JPG	      0		585	1177													Cnidaria	Corals	Black & Octocorals	Whip			11168917		44.8
PCBRUV1.JPG	      0		983	536													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		31.0
PCBRUV1.JPG	      0		799	821													Sessile invertebrates						00000002		4.5
PCBRUV1.JPG	      0		917	831													Sessile invertebrates						00000002		7.8
PCBRUV1.JPG	      0		592	1147													Sessile invertebrates						00000002		42.0
PCBRUV1.JPG	      0		1041	1159													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		40.1
PCBRUV10.JPG	      0		623	531													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		46.4
PCBRUV10.JPG	      0		640	1138													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		25.9
PCBRUV10.JPG	      0		774	1417													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		50.3
PCBRUV10.JPG	      0		617	1338													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		45.6
PCBRUV10.JPG	      0		1041	1382													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		53.8
PCBRUV10.JPG	      0		902	1656													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		76.5
PCBRUV10.JPG	      0		949	1874													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCBRUV10.JPG	      0		661	198													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		79.3
PCBRUV10.JPG	      0		985	536													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		47.5
PCBRUV10.JPG	      0		632	1084													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		22.2
PCBRUV10.JPG	      0		714	843													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.7
