"Sample","Family","Genus","Species","Count","Stage","Caabcode"
11213,"Lethrinidae","Lethrinus","atkinsoni",1,"AD",37351013
11213,"Lethrinidae","Lethrinus","obsoletus",3,"AD",37351019
11213,"Mullidae","Parupeneus","barberinus",1,"AD",37355022
11213,"Mullidae","Parupeneus","cyclostomus",1,"AD",37355025
11213,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11213,"Pomacanthidae","Chaetodontoplus","duboulayi",3,"AD",37365009
11213,"Pomacanthidae","Pomacanthus","sexstriatus",1,"AD",37365010
11213,"Chaetodontidae","Chaetodon","auriga",1,"AD",37365019
11213,"Chaetodontidae","Chaetodon","vagabundus",2,"AD",37365062
11213,"Pomacentridae","Acanthochromis","polyacanthus",2,"AD",37372015
11213,"Pomacentridae","Chromis","atripectoralis",1,"AD",37372036
11213,"Pomacentridae","Plectroglyphidodon","lacrymatus",2,"AD",37372101
11213,"Labridae","Choerodon","schoenleinii",3,"JUV",37384010
11213,"Labridae","Halichoeres","melanurus",1,"AD",37384032
11213,"Labridae","Cheilinus","fasciatus",2,"AD",37384066
11213,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11213,"Labridae","Coris","batuensis",2,"AD",37384098
11213,"Labridae","Hemigymnus","melapterus",1,"AD",37384125
11213,"Labridae","Novaculichthys","taeniourus",2,"AD",37384140
11213,"Labridae","Pseudocheilinus","evanidus",1,"AD",37384142
11213,"Labridae","Thalassoma","lunare",1,"AD",37384167
11213,"Labridae","Scarus","ghobban",2,"JUV",37386001
11213,"Labridae","Scarus","globiceps",1,"AD",37386018
11213,"Acanthuridae","Acanthurus","blochii",5,"AD",37437007
11213,"Acanthuridae","Acanthurus","nigricauda",1,"AD",37437013
11213,"Siganidae","Siganus","punctatus",1,"AD",37438003
11213,"Siganidae","Siganus","argenteus",2,"AD",37438007
11213,"Siganidae","Siganus","doliatus",2,"AD",37438016
11213,"Balistidae","Abalistes","stellatus",1,"AD",37465011
11214,"Carcharhinidae","Carcharhinus","amblyrhynchos",2,"AD",37018030
11214,"Carcharhinidae","Triaenodon","obesus",1,"AD",37018038
11214,"Serranidae","Plectropomus","leopardus",2,"AD",37311078
11214,"Serranidae","Cephalopholis","cyanostigma",1,"AD",37311136
11214,"Echeneidae","Echeneis","naucrates",2,"JUV",37336001
11214,"Carangidae","Atropus","mentalis",1,"AD",37337048
11214,"Lutjanidae","Lutjanus","carponotatus",5,"AD",37346011
11214,"Caesionidae","Caesio","cuning",24,"AD",37346018
11214,"Caesionidae","Pterocaesio","marri",11,"AD",37346068
11214,"Lethrinidae","Lethrinus","laticaudis",6,"AD",37351006
11214,"Mullidae","Parupeneus","barberinoides",1,"AD",37355021
11214,"Mullidae","Parupeneus","barberinus",1,"AD",37355022
11214,"Mullidae","Parupeneus","ciliatus",1,"AD",37355024
11214,"Chaetodontidae","Chelmon","marginalis",1,"AD",37365007
11214,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009
11214,"Pomacanthidae","Pomacanthus","sexstriatus",2,"AD",37365010
11214,"Chaetodontidae","Chaetodon","aureofasciatus",1,"AD",37365013
11214,"Chaetodontidae","Chaetodon","lineolatus",2,"AD",37365041
11214,"Chaetodontidae","Chaetodon","melannotus",1,"AD",37365043
11214,"Chaetodontidae","Chaetodon","lunulatus",2,"AD",37365059
11214,"Chaetodontidae","Chaetodon","ulietensis",2,"AD",37365060
11214,"Chaetodontidae","Chaetodon","vagabundus",1,"AD",37365062
11214,"Pomacentridae","Abudefduf","bengalensis",4,"AD",37372003
11214,"Labridae","Choerodon","schoenleinii",1,"AD",37384010
11214,"Labridae","Cheilinus","fasciatus",1,"AD",37384066
11214,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11214,"Labridae","Coris","gaimard",2,"AD",37384094
11214,"Labridae","Hemigymnus","melapterus",1,"AD",37384125
11214,"Labridae","Pseudocheilinus","evanidus",1,"AD",37384142
11214,"Labridae","Scarus","ghobban",1,"AD",37386001
11214,"Labridae","Scarus","globiceps",8,"AD",37386018
11214,"Labridae","Chlorurus","microrhinos",2,"AD",37386020
11214,"Labridae","Scarus","rivulatus",8,"AD",37386027
11214,"Labridae","Scarus","schlegeli",4,"AD",37386029
11214,"Labridae","Chlorurus","sordidus",3,"AD",37386030
11214,"Acanthuridae","Acanthurus","grammoptilus",1,"AD",37437002
11214,"Acanthuridae","Acanthurus","blochii",3,"AD",37437007
11214,"Acanthuridae","Acanthurus","nigricauda",3,"AD",37437013
11214,"Acanthuridae","Naso","annulatus",4,"AD",37437024
11214,"Acanthuridae","Naso","unicornis",1,"AD",37437031
11214,"Siganidae","Siganus","corallinus",1,"AD",37438008
11214,"Siganidae","Siganus","doliatus",3,"AD",37438016
11214,"Scombridae","Grammatorcynus","bicarinatus",1,"AD",37441025
11215,"Carcharhinidae","Carcharhinus","melanopterus",1,"AD",37018036
11215,"Carcharhinidae","Triaenodon","obesus",2,"AD",37018038
11215,"Serranidae","Plectropomus","leopardus",3,"AD",37311078
11215,"Serranidae","Cephalopholis","cyanostigma",2,"AD",37311136
11215,"Echeneidae","Echeneis","naucrates",2,"JUV",37336001
11215,"Lutjanidae","Lutjanus","carponotatus",4,"AD",37346011
11215,"Caesionidae","Caesio","cuning",3,"AD",37346018
11215,"Nemipteridae","Scolopsis","regina",1,"AD",37347006
11215,"Lethrinidae","Lethrinus","laticaudis",3,"AD",37351006
11215,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11215,"Chaetodontidae","Chelmon","marginalis",2,"AD",37365007
11215,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009
11215,"Chaetodontidae","Chaetodon","aureofasciatus",1,"AD",37365013
11215,"Chaetodontidae","Chaetodon","ephippium",2,"AD",37365037
11215,"Chaetodontidae","Chaetodon","lineolatus",1,"AD",37365041
11215,"Chaetodontidae","Chaetodon","lunulatus",2,"AD",37365059
11215,"Pomacanthidae","Pomacanthus","semicirculatus",1,"AD",37365080
11215,"Pomacentridae","Abudefduf","bengalensis",1,"AD",37372003
11215,"Pomacentridae","Abudefduf","sexfasciatus",9,"AD",37372011
11215,"Pomacentridae","Acanthochromis","polyacanthus",3,"AD",37372015
11215,"Pomacentridae","Amblyglyphidodon","curacao",1,"AD",37372017
11215,"Pomacentridae","Chromis","ternatensis",1,"AD",37372051
11215,"Pomacentridae","Stegastes","nigricans",1,"AD",37372135
11215,"Labridae","Choerodon","schoenleinii",1,"AD",37384010
11215,"Labridae","Choerodon","schoenleinii",1,"JUV",37384010
11215,"Labridae","Bodianus","axillaris",1,"AD",37384053
11215,"Labridae","Oxycheilinus","digramma",1,"AD",37384065
11215,"Labridae","Cheilinus","fasciatus",1,"AD",37384066
11215,"Labridae","Cheilinus","oxycephalus",1,"AD",37384067
11215,"Labridae","Choerodon","cyanodus",2,"AD",37384072
11215,"Labridae","Choerodon","fasciatus",2,"AD",37384073
11215,"Labridae","Epibulus","insidiator",1,"AD",37384104
11215,"Labridae","Hemigymnus","melapterus",2,"AD",37384125
11215,"Labridae","Labrichthys","unilineatus",1,"AD",37384129
11215,"Labridae","Pseudocheilinus","evanidus",1,"AD",37384142
11215,"Labridae","Thalassoma","lunare",1,"AD",37384167
11215,"Labridae","Thalassoma","nigrofasciatum",1,"AD",37384196
11215,"Labridae","Chlorurus","bleekeri",6,"AD",37386011
11215,"Labridae","Scarus","chameleon",1,"AD",37386012
11215,"Labridae","Scarus","flavipectoralis",1,"AD",37386014
11215,"Labridae","Scarus","frenatus",1,"AD",37386016
11215,"Labridae","Scarus","globiceps",8,"AD",37386018
11215,"Labridae","Chlorurus","microrhinos",1,"AD",37386020
11215,"Labridae","Scarus","niger",2,"AD",37386021
11215,"Labridae","Scarus","rivulatus",9,"AD",37386027
11215,"Labridae","Chlorurus","sordidus",4,"AD",37386030
11215,"Acanthuridae","Acanthurus","blochii",1,"AD",37437007
11215,"Acanthuridae","Ctenochaetus","striatus",2,"AD",37437022
11215,"Acanthuridae","Naso","vlamingii",1,"AD",37437032
11215,"Acanthuridae","Zebrasoma","scopas",2,"AD",37437036
11215,"Siganidae","Siganus","punctatus",1,"AD",37438003
11215,"Siganidae","Siganus","argenteus",6,"AD",37438007
11215,"Siganidae","Siganus","corallinus",4,"AD",37438008
11215,"Siganidae","Siganus","puellus",2,"AD",37438011
11215,"Monacanthidae","Aluterus","scriptus",1,"AD",37465045
11216,"Carcharhinidae","Carcharhinus","amblyrhynchos",3,"AD",37018030
11216,"Carcharhinidae","Carcharhinus","melanopterus",1,"AD",37018036
11216,"Carcharhinidae","Triaenodon","obesus",1,"AD",37018038
11216,"Serranidae","Epinephelus","fuscoguttatus",1,"JUV",37311021
11216,"Serranidae","Plectropomus","leopardus",1,"AD",37311078
11216,"Glaucosomatidae","Glaucosoma","magnificum",1,"AD",37320002
11216,"Echeneidae","Echeneis","naucrates",4,"AD",37336001
11216,"Carangidae","Caranx","ignobilis",5,"AD",37337027
11216,"Carangidae","Turrum","fulvoguttatus",1,"AD",37337037
11216,"Lutjanidae","Lutjanus","carponotatus",1,"AD",37346011
11216,"Lutjanidae","Symphorus","nematophorus",1,"AD",37346017
11216,"Caesionidae","Caesio","cuning",100,"AD",37346018
11216,"Caesionidae","Pterocaesio","marri",40,"AD",37346068
11216,"Lethrinidae","Lethrinus","laticaudis",1,"AD",37351006
11216,"Lethrinidae","Lethrinus","atkinsoni",1,"AD",37351013
11216,"Siganidae","Siganus","javus",1,"AD",37438005
11216,"Balistidae","Abalistes","stellatus",1,"AD",37465011
11217,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,"AD",37018030
11217,"Carcharhinidae","Triaenodon","obesus",1,"AD",37018038
11217,"Serranidae","Epinephelus","coeruleopunctatus",1,"AD",37311070
11217,"Serranidae","Plectropomus","leopardus",2,"AD",37311078
11217,"Serranidae","Cephalopholis","cyanostigma",2,"AD",37311136
11217,"Echeneidae","Echeneis","naucrates",1,"JUV",37336001
11217,"Carangidae","Caranx","ignobilis",2,"AD",37337027
11217,"Carangidae","Turrum","fulvoguttatus",2,"AD",37337037
11217,"Lutjanidae","Lutjanus","vitta",2,"AD",37346003
11217,"Lutjanidae","Lutjanus","carponotatus",4,"AD",37346011
11217,"Caesionidae","Caesio","cuning",31,"AD",37346018
11217,"Lutjanidae","Lutjanus","monostigma",1,"AD",37346045
11217,"Haemulidae","Diagramma","pictum",2,"AD",37350003
11217,"Haemulidae","Plectorhinchus","multivittatus",1,"AD",37350018
11217,"Lethrinidae","Lethrinus","laticaudis",3,"AD",37351006
11217,"Lethrinidae","Lethrinus","rubrioperculatus",1,"AD",37351012
11217,"Lethrinidae","Lethrinus","atkinsoni",1,"AD",37351013
11217,"Mullidae","Parupeneus","ciliatus",1,"AD",37355024
11217,"Mullidae","Parupeneus","cyclostomus",3,"AD",37355025
11217,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11217,"Chaetodontidae","Coradion","chrysozonus",2,"AD",37365004
11217,"Pomacanthidae","Chaetodontoplus","duboulayi",2,"AD",37365009
11217,"Pomacanthidae","Pomacanthus","sexstriatus",1,"AD",37365010
11217,"Chaetodontidae","Chaetodon","aureofasciatus",1,"AD",37365013
11217,"Chaetodontidae","Chaetodon","auriga",1,"AD",37365019
11217,"Chaetodontidae","Chaetodon","ephippium",1,"AD",37365037
11217,"Pomacanthidae","Chaetodontoplus","meredithi",1,"AD",37365065
11217,"Pomacentridae","Abudefduf","bengalensis",1,"AD",37372003
11217,"Pomacentridae","Pomacentrus","amboinensis",1,"AD",37372106
11217,"Pomacentridae","Pomacentrus","brachialis",1,"AD",37372109
11217,"Pomacentridae","Pomacentrus","nagasakiensis",5,"AD",37372119
11217,"Pomacentridae","Pomacentrus","philippinus",2,"AD",37372123
11217,"Pomacentridae","Stegastes","nigricans",1,"AD",37372135
11217,"Labridae","Choerodon","schoenleinii",2,"AD",37384010
11217,"Labridae","Choerodon","schoenleinii",2,"JUV",37384010
11217,"Labridae","Labroides","dimidiatus",3,"AD",37384028
11217,"Labridae","Halichoeres","melanurus",1,"AD",37384032
11217,"Labridae","Cheilinus","fasciatus",2,"AD",37384066
11217,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11217,"Labridae","Choerodon","fasciatus",2,"AD",37384073
11217,"Labridae","Cirrhilabrus","punctatus",12,"AD",37384083
11217,"Labridae","Coris","batuensis",1,"AD",37384098
11217,"Labridae","Epibulus","insidiator",1,"AD",37384104
11217,"Labridae","Halichoeres","marginatus",2,"AD",37384114
11217,"Labridae","Halichoeres","prosopeion",1,"AD",37384120
11217,"Labridae","Hemigymnus","melapterus",1,"AD",37384125
11217,"Labridae","Scarus","ghobban",3,"AD",37386001
11217,"Labridae","Scarus","flavipectoralis",2,"AD",37386014
11217,"Labridae","Scarus","rivulatus",3,"AD",37386027
11217,"Acanthuridae","Acanthurus","grammoptilus",1,"AD",37437002
11217,"Siganidae","Siganus","argenteus",3,"AD",37438007
11217,"Siganidae","Siganus","doliatus",2,"AD",37438016
11217,"Nemipteridae","Scolopsis","margaritifera",1,"AD",37992119
11218,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,"AD",37018030
11218,"Serranidae","Cephalopholis","boenak",2,"AD",37311008
11218,"Serranidae","Plectropomus","leopardus",1,NA,37311078
11218,"Serranidae","Plectropomus","leopardus",1,"AD",37311078
11218,"Carangidae","Caranx","ignobilis",2,"AD",37337027
11218,"Lutjanidae","Lutjanus","carponotatus",1,"AD",37346011
11218,"Caesionidae","Caesio","cuning",7,"AD",37346018
11218,"Nemipteridae","Scolopsis","bilineata",2,"AD",37347031
11218,"Lethrinidae","Lethrinus","laticaudis",5,"AD",37351006
11218,"Lethrinidae","Lethrinus","atkinsoni",4,"AD",37351013
11218,"Mullidae","Parupeneus","barberinoides",1,"AD",37355021
11218,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11218,"Chaetodontidae","Coradion","chrysozonus",1,"AD",37365004
11218,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009
11218,"Pomacanthidae","Pomacanthus","sexstriatus",1,"AD",37365010
11218,"Chaetodontidae","Chaetodon","lineolatus",2,"AD",37365041
11218,"Chaetodontidae","Chaetodon","rainfordi",3,"AD",37365053
11218,"Chaetodontidae","Chaetodon","vagabundus",1,"AD",37365062
11218,"Pomacentridae","Abudefduf","whitleyi",1,"AD",37372014
11218,"Pomacentridae","Acanthochromis","polyacanthus",1,"AD",37372015
11218,"Pomacentridae","Pomacentrus","coelestis",4,"AD",37372111
11218,"Pomacentridae","Pomacentrus","lepidogenys",1,"AD",37372114
11218,"Pomacentridae","Pomacentrus","wardi",3,"AD",37372127
11218,"Pomacentridae","Stegastes","apicalis",1,"AD",37372131
11218,"Labridae","Choerodon","schoenleinii",2,"AD",37384010
11218,"Labridae","Choerodon","schoenleinii",1,"JUV",37384010
11218,"Labridae","Labroides","dimidiatus",1,"AD",37384028
11218,"Labridae","Oxycheilinus","digramma",1,"AD",37384065
11218,"Labridae","Cheilinus","fasciatus",1,"AD",37384066
11218,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11218,"Labridae","Choerodon","fasciatus",1,"AD",37384073
11218,"Labridae","Hemigymnus","melapterus",1,"AD",37384125
11218,"Labridae","Thalassoma","lunare",1,"AD",37384167
11218,"Labridae","Scarus","flavipectoralis",4,"AD",37386014
11218,"Labridae","Scarus","frenatus",2,"AD",37386016
11218,"Labridae","Scarus","rivulatus",14,"AD",37386027
11218,"Labridae","Chlorurus","sordidus",4,"AD",37386030
11218,"Acanthuridae","Acanthurus","grammoptilus",9,"AD",37437002
11218,"Acanthuridae","Acanthurus","triostegus",2,"AD",37437019
11218,"Acanthuridae","Ctenochaetus","striatus",1,"AD",37437022
11218,"Acanthuridae","Naso","annulatus",1,"JUV",37437024
11218,"Siganidae","Siganus","punctatus",4,"AD",37438003
11218,"Siganidae","Siganus","argenteus",9,"AD",37438007
11218,"Siganidae","Siganus","corallinus",2,"AD",37438008
11218,"Siganidae","Siganus","doliatus",2,"AD",37438016
11218,"Balistidae","Balistoides","viridescens",1,"AD",37465048
11218,"Nemipteridae","Scolopsis","margaritifera",2,"AD",37992119
11219,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,"AD",37018030
11219,"Serranidae","Plectropomus","leopardus",1,"AD",37311078
11219,"Serranidae","Plectropomus","leopardus",1,"JUV",37311078
11219,"Serranidae","Cephalopholis","cyanostigma",1,"AD",37311136
11219,"Grammistidae","Diploprion","bifasciatum",1,"AD",37312002
11219,"Echeneidae","Echeneis","naucrates",1,"JUV",37336001
11219,"Carangidae","Gnathanodon","speciosus",4,"AD",37337012
11219,"Carangidae","Turrum","fulvoguttatus",16,"AD",37337037
11219,"Lutjanidae","Lutjanus","carponotatus",1,"AD",37346011
11219,"Caesionidae","Caesio","cuning",18,"AD",37346018
11219,"Lethrinidae","Lethrinus","laticaudis",2,"AD",37351006
11219,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11219,"Chaetodontidae","Chelmon","marginalis",2,"AD",37365007
11219,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009
11219,"Pomacanthidae","Pomacanthus","sexstriatus",2,"AD",37365010
11219,"Chaetodontidae","Chaetodon","ephippium",2,"AD",37365037
11219,"Chaetodontidae","Chaetodon","lineolatus",2,"AD",37365041
11219,"Chaetodontidae","Chaetodon","rainfordi",1,"AD",37365053
11219,"Chaetodontidae","Chaetodon","vagabundus",2,"AD",37365062
11219,"Pomacentridae","Pomacentrus","wardi",3,"JUV",37372127
11219,"Labridae","Choerodon","schoenleinii",1,"AD",37384010
11219,"Labridae","Choerodon","schoenleinii",1,"JUV",37384010
11219,"Labridae","Cheilinus","fasciatus",2,"AD",37384066
11219,"Labridae","Choerodon","anchorago",1,"AD",37384071
11219,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11219,"Labridae","Hemigymnus","melapterus",1,"AD",37384125
11219,"Labridae","Novaculichthys","taeniourus",1,"AD",37384140
11219,"Labridae","Pseudocheilinus","evanidus",3,"JUV",37384142
11219,"Labridae","Cetoscarus","ocellatus",1,"AD",37386007
11219,"Labridae","Chlorurus","microrhinos",3,"AD",37386020
11219,"Labridae","Scarus","rivulatus",9,"AD",37386027
11219,"Labridae","Chlorurus","sordidus",5,"AD",37386030
11219,"Acanthuridae","Acanthurus","grammoptilus",7,"AD",37437002
11219,"Acanthuridae","Naso","unicornis",1,"AD",37437031
11219,"Acanthuridae","Naso","tonganus",22,"AD",37437047
11219,"Siganidae","Siganus","punctatus",3,"AD",37438003
11219,"Siganidae","Siganus","argenteus",3,"AD",37438007
11219,"Siganidae","Siganus","doliatus",2,"AD",37438016
11220,"Carcharhinidae","Carcharhinus","amblyrhynchos",1,"AD",37018030
11220,"Serranidae","Epinephelus","quoyanus",1,"AD",37311040
11220,"Serranidae","Plectropomus","leopardus",2,"JUV",37311078
11220,"Nemipteridae","Scolopsis","regina",1,"AD",37347006
11220,"Mullidae","Parupeneus","indicus",1,"AD",37355005
11220,"Pomacentridae","Pomacentrus","bankanensis",3,"AD",37372108
11220,"Labridae","Choerodon","schoenleinii",2,"JUV",37384010
11220,"Labridae","Cheilinus","oxycephalus",1,"AD",37384067
11220,"Labridae","Choerodon","cyanodus",2,"AD",37384072
11220,"Labridae","Hemigymnus","melapterus",2,"AD",37384125
11220,"Labridae","Scarus","frenatus",5,"JUV",37386016
11220,"Siganidae","Siganus","punctatus",3,"AD",37438003
11220,"Siganidae","Siganus","argenteus",6,"AD",37438007
11221,"Carcharhinidae","Carcharhinus","melanopterus",1,"AD",37018036
11221,"Carcharhinidae","Triaenodon","obesus",1,"AD",37018038
11221,"Serranidae","Epinephelus","fuscoguttatus",1,"AD",37311021
11221,"Serranidae","Plectropomus","leopardus",3,"AD",37311078
11221,"Serranidae","Plectropomus","leopardus",1,"JUV",37311078
11221,"Serranidae","Cephalopholis","cyanostigma",2,"AD",37311136
11221,"Echeneidae","Echeneis","naucrates",1,"JUV",37336001
11221,"Carangidae","Caranx","melampygus",2,"AD",37337050
11221,"Lutjanidae","Lutjanus","carponotatus",2,"AD",37346011
11221,"Caesionidae","Caesio","cuning",6,"AD",37346018
11221,"Caesionidae","Caesio","cuning",4,"JUV",37346018
11221,"Lutjanidae","Lutjanus","fulviflamma",2,"AD",37346034
11221,"Nemipteridae","Scolopsis","bilineata",1,"AD",37347031
11221,"Haemulidae","Plectorhinchus","multivittatus",1,"AD",37350018
11221,"Lethrinidae","Lethrinus","laticaudis",3,"AD",37351006
11221,"Lethrinidae","Lethrinus","atkinsoni",1,"AD",37351013
11221,"Mullidae","Parupeneus","multifasciatus",1,"AD",37355026
11221,"Chaetodontidae","Chelmon","marginalis",1,"AD",37365007
11221,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009
11221,"Pomacanthidae","Pomacanthus","sexstriatus",1,"AD",37365010
11221,"Chaetodontidae","Chaetodon","aureofasciatus",2,"AD",37365013
11221,"Chaetodontidae","Chaetodon","aureofasciatus",1,"JUV",37365013
11221,"Chaetodontidae","Chaetodon","auriga",1,"AD",37365019
11221,"Chaetodontidae","Chaetodon","ephippium",1,"AD",37365037
11221,"Chaetodontidae","Chaetodon","lineolatus",2,"AD",37365041
11221,"Pomacentridae","Abudefduf","whitleyi",1,"AD",37372014
11221,"Pomacentridae","Acanthochromis","polyacanthus",1,"AD",37372015
11221,"Pomacentridae","Amblyglyphidodon","curacao",6,"AD",37372017
11221,"Pomacentridae","Amblyglyphidodon","curacao",4,"JUV",37372017
11221,"Pomacentridae","Chrysiptera","rollandi",1,"AD",37372067
11221,"Pomacentridae","Dischistodus","prosopotaenia",1,"AD",37372079
11221,"Pomacentridae","Neoglyphidodon","nigroris",2,"AD",37372085
11221,"Pomacentridae","Pomacentrus","moluccensis",3,"JUV",37372118
11221,"Pomacentridae","Pomacentrus","wardi",2,"AD",37372127
11221,"Labridae","Choerodon","schoenleinii",1,"AD",37384010
11221,"Labridae","Choerodon","schoenleinii",1,"JUV",37384010
11221,"Labridae","Labroides","dimidiatus",4,"AD",37384028
11221,"Labridae","Cheilinus","fasciatus",1,"AD",37384066
11221,"Labridae","Choerodon","cyanodus",1,"AD",37384072
11221,"Labridae","Choerodon","fasciatus",2,"AD",37384073
11221,"Labridae","Halichoeres","biocellatus",2,"AD",37384107
11221,"Labridae","Hemigymnus","melapterus",2,"AD",37384125
11221,"Labridae","Labrichthys","unilineatus",1,"AD",37384129
11221,"Labridae","Novaculichthys","taeniourus",1,"AD",37384140
11221,"Labridae","Thalassoma","lunare",4,"JUV",37384167
11221,"Labridae","Scarus","flavipectoralis",1,"AD",37386014
11221,"Labridae","Chlorurus","microrhinos",1,"JUV",37386020
11221,"Labridae","Scarus","rivulatus",5,"AD",37386027
11221,"Labridae","Chlorurus","sordidus",1,"AD",37386030
11221,"Labridae","Chlorurus","sordidus",2,"JUV",37386030
11221,"Acanthuridae","Acanthurus","grammoptilus",1,"AD",37437002
11221,"Acanthuridae","Naso","annulatus",1,"AD",37437024
11221,"Acanthuridae","Zebrasoma","veliferum",1,"AD",37437037
11221,"Siganidae","Siganus","doliatus",1,"AD",37438016
11221,"Nemipteridae","Scolopsis","margaritifera",2,"AD",37992119
11222,"Carcharhinidae","Galeocerdo","cuvier",1,"AD",37018022
11222,"Carcharhinidae","Carcharhinus","amblyrhynchos",2,"AD",37018030
11222,"Dasyatidae","Taeniura","lymma",1,"AD",37035009
11222,"Serranidae","Plectropomus","leopardus",2,"AD",37311078
11222,"Serranidae","Cephalopholis","cyanostigma",3,"AD",37311136
11222,"Grammistidae","Diploprion","bifasciatum",1,"AD",37312002
11222,"Echeneidae","Echeneis","naucrates",2,"AD",37336001
11222,"Echeneidae","Echeneis","naucrates",3,"JUV",37336001
11222,"Carangidae","Turrum","fulvoguttatus",1,"AD",37337037
11222,"Lutjanidae","Lutjanus","carponotatus",1,"AD",37346011
11222,"Caesionidae","Caesio","cuning",3,"AD",37346018
11222,"Caesionidae","Pterocaesio","marri",11,"AD",37346068
11222,"Nemipteridae","Scolopsis","regina",1,"AD",37347006
