Dot Point Measurements

Generated: Tuesday 24 January 2023 14:53:07

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
10.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
10.JPG	      0		139	578																											64.2
10.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
10.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
10.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
10.JPG	      0		139	960																											46.5
10.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
10.JPG	      0		674	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
10.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
10.JPG	      0		139	1342																											64.2
10.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
10.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
10.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
10.JPG	      0		139	1724																											100.0
10.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
10.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
10.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
11.JPG	      0		139	196																											100.0
11.JPG	      0		406	196																											89.9
11.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
11.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
11.JPG	      0		139	578																											64.2
11.JPG	      0		406	578																											46.9
11.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
11.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
11.JPG	      0		139	960																											46.5
11.JPG	      0		406	960																											15.5
11.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
11.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
11.JPG	      0		139	1342																											64.2
11.JPG	      0		406	1342																											46.9
11.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
11.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
11.JPG	      0		139	1724																											100.0
11.JPG	      0		406	1724																											89.9
11.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
11.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
12.JPG	      0		139	196																											100.0
12.JPG	      0		406	196																											89.9
12.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
12.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
12.JPG	      0		139	578																											64.2
12.JPG	      0		406	578																											46.9
12.JPG	      0		674	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
12.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
12.JPG	      0		139	960																											46.5
12.JPG	      0		406	960																											15.5
12.JPG	      0		674	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
12.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
12.JPG	      0		139	1342																											64.2
12.JPG	      0		406	1342																											46.9
12.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
12.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
12.JPG	      0		139	1724																											100.0
12.JPG	      0		406	1724																											89.9
12.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
12.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
13.JPG	      0		139	196																											100.0
13.JPG	      0		406	196																											89.9
13.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
13.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
13.JPG	      0		139	578																											64.2
13.JPG	      0		406	578																											46.9
13.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
13.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
13.JPG	      0		139	960																											46.5
13.JPG	      0		406	960																											15.5
13.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
13.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
13.JPG	      0		139	1342																											64.2
13.JPG	      0		406	1342																											46.9
13.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
13.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
13.JPG	      0		139	1724																											100.0
13.JPG	      0		406	1724																											89.9
13.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
13.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
14.JPG	      0		139	196																											100.0
14.JPG	      0		406	196																											89.9
14.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
14.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
14.JPG	      0		139	578																											64.2
14.JPG	      0		406	578																											46.9
14.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
14.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
14.JPG	      0		139	960																											46.5
14.JPG	      0		406	960																											15.5
14.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
14.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
14.JPG	      0		139	1342																											64.2
14.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
14.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
14.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
14.JPG	      0		139	1724																											100.0
14.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
14.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
14.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
15.JPG	      0		139	196																											100.0
15.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
15.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
15.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
15.JPG	      0		139	578																											64.2
15.JPG	      0		406	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
15.JPG	      0		674	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
15.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
15.JPG	      0		139	960																											46.5
15.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
15.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
15.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
15.JPG	      0		139	1342																											64.2
15.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
15.JPG	      0		674	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
15.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
15.JPG	      0		139	1724																											100.0
15.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
15.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
15.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
16.JPG	      0		139	196																											100.0
16.JPG	      0		406	196																											89.9
16.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
16.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
16.JPG	      0		139	578																											64.2
16.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
16.JPG	      0		139	960																											46.5
16.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
16.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
16.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
16.JPG	      0		139	1342																											64.2
16.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
16.JPG	      0		139	1724																											100.0
16.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
16.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
16.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
17.JPG	      0		139	196																											100.0
17.JPG	      0		406	196																											89.9
17.JPG	      0		674	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
17.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
17.JPG	      0		139	578																											64.2
17.JPG	      0		406	578																											46.9
17.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
17.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
17.JPG	      0		139	960																											46.5
17.JPG	      0		406	960																											15.5
17.JPG	      0		674	960																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					15.5
17.JPG	      0		941	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
17.JPG	      0		139	1342																											64.2
17.JPG	      0		406	1342																											46.9
17.JPG	      0		674	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
17.JPG	      0		941	1342																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
17.JPG	      0		139	1724																											100.0
17.JPG	      0		406	1724																											89.9
17.JPG	      0		674	1724																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
17.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
18.JPG	      0		139	196																											100.0
18.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
18.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
18.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
18.JPG	      0		139	578																											64.2
18.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
18.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
18.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
18.JPG	      0		139	960																											46.5
18.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
18.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
18.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
18.JPG	      0		139	1342																											64.2
18.JPG	      0		406	1342																											46.9
18.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
18.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
18.JPG	      0		139	1724																											100.0
18.JPG	      0		406	1724																											89.9
18.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
18.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
19.JPG	      0		139	196																											100.0
19.JPG	      0		406	196																											89.9
19.JPG	      0		674	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
19.JPG	      0		941	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					100.0
19.JPG	      0		139	578																											64.2
19.JPG	      0		406	578																											46.9
19.JPG	      0		674	578																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.9
19.JPG	      0		941	578																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
19.JPG	      0		139	960																											46.5
19.JPG	      0		406	960																											15.5
19.JPG	      0		674	960																						.3. Good relief structure with some overhangs. >45 substrate slope.					15.5
19.JPG	      0		941	960																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.5
19.JPG	      0		139	1342																											64.2
19.JPG	      0		406	1342																											46.9
19.JPG	      0		674	1342																						.3. Good relief structure with some overhangs. >45 substrate slope.					46.9
19.JPG	      0		941	1342																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
19.JPG	      0		139	1724																											100.0
19.JPG	      0		406	1724																											89.9
19.JPG	      0		674	1724																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
19.JPG	      0		941	1724																						.3. Good relief structure with some overhangs. >45 substrate slope.					100.0
2.JPG	      0		139	196																											100.0
2.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
2.JPG	      0		674	196																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
2.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
2.JPG	      0		139	578																											64.2
2.JPG	      0		406	578																											46.9
2.JPG	      0		674	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
2.JPG	      0		941	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
2.JPG	      0		139	960																											46.5
2.JPG	      0		406	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
2.JPG	      0		674	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
2.JPG	      0		941	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
2.JPG	      0		139	1342																											64.2
2.JPG	      0		406	1342																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.9
2.JPG	      0		674	1342																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.9
2.JPG	      0		941	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
2.JPG	      0		139	1724																											100.0
2.JPG	      0		406	1724																						.3. Good relief structure with some overhangs. >45 substrate slope.					89.9
2.JPG	      0		674	1724																											89.9
2.JPG	      0		941	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
20.JPG	      0		139	196																											100.0
20.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
20.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
20.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
20.JPG	      0		139	578																											64.2
20.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
20.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
20.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
20.JPG	      0		139	960																											46.5
20.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
20.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
20.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
20.JPG	      0		139	1342																											64.2
20.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
20.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
20.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
20.JPG	      0		139	1724																											100.0
20.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
20.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
20.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
21.JPG	      0		139	196																											100.0
21.JPG	      0		406	196																											89.9
21.JPG	      0		674	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
21.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
21.JPG	      0		139	578																											64.2
21.JPG	      0		406	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
21.JPG	      0		674	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
21.JPG	      0		941	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
21.JPG	      0		139	960																											46.5
21.JPG	      0		406	960																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					15.5
21.JPG	      0		674	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
21.JPG	      0		941	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
21.JPG	      0		139	1342																											64.2
21.JPG	      0		406	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
21.JPG	      0		674	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
21.JPG	      0		941	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
21.JPG	      0		139	1724																											100.0
21.JPG	      0		406	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
21.JPG	      0		674	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
21.JPG	      0		941	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
22.JPG	      0		139	196																											100.0
22.JPG	      0		406	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
22.JPG	      0		674	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
22.JPG	      0		941	196																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					100.0
22.JPG	      0		139	578																											64.2
22.JPG	      0		406	578																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.9
22.JPG	      0		674	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
22.JPG	      0		941	578																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
22.JPG	      0		139	960																											46.5
22.JPG	      0		406	960																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					15.5
22.JPG	      0		674	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
22.JPG	      0		941	960																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
22.JPG	      0		139	1342																											64.2
22.JPG	      0		406	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
22.JPG	      0		674	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
22.JPG	      0		941	1342																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
22.JPG	      0		139	1724																											100.0
22.JPG	      0		406	1724																						.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
22.JPG	      0		674	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
22.JPG	      0		941	1724																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
23.JPG	      0		139	196																											100.0
23.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
23.JPG	      0		674	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
23.JPG	      0		941	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
23.JPG	      0		139	578																											64.2
23.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
23.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
23.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
23.JPG	      0		139	960																											46.5
23.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
23.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
23.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
23.JPG	      0		139	1342																											64.2
23.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
23.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
23.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
23.JPG	      0		139	1724																											100.0
23.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
23.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
23.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
24.JPG	      0		139	196																											100.0
24.JPG	      0		406	196																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
24.JPG	      0		674	196																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
24.JPG	      0		941	196																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
24.JPG	      0		139	578																											64.2
24.JPG	      0		406	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
24.JPG	      0		674	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
24.JPG	      0		941	578																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
24.JPG	      0		139	960																											46.5
24.JPG	      0		406	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
24.JPG	      0		674	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
24.JPG	      0		941	960																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
24.JPG	      0		139	1342																											64.2
24.JPG	      0		406	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
24.JPG	      0		674	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
24.JPG	      0		941	1342																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
24.JPG	      0		139	1724																											100.0
24.JPG	      0		406	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
24.JPG	      0		674	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
24.JPG	      0		941	1724																						".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
25.JPG	      0		139	196																											100.0
25.JPG	      0		406	196																											89.9
25.JPG	      0		674	196																						.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
