"Sample","Family","Genus","Species","Count","Stage","Caabcode"
12014,"Carangidae","Turrum","caeruleopinnatum",1,"AD",37337021
12014,"Carangidae","Caranx","papuensis",1,"AD",37337064
12014,"Lutjanidae","Pristipomoides","multidens",5,"AD",37346002
12014,"Lutjanidae","Lutjanus","malabaricus",2,"AD",37346007
12014,"Nemipteridae","Nemipterus","bathybius",3,"AD",37347001
12014,"Nemipteridae","Nemipterus","virgatus",2,"AD",37347009
12014,"Sparidae","Argyrops","bleekeri",3,"AD",37353006
12015,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12015,"Ariidae","Netuma","thalassina",2,"AD",37188001
12015,"Lutjanidae","Pristipomoides","multidens",7,"AD",37346002
12015,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12015,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12015,"Sparidae","Argyrops","bleekeri",5,"AD",37353006
12016,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12016,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12016,"Ariidae","Netuma","thalassina",1,"AD",37188001
12016,"Serranidae","Epinephelus","areolatus",1,"AD",37311009
12016,"Terapontidae","Terapon","jarbua",1,"AD",37321002
12016,"Carangidae","Turrum","caeruleopinnatum",7,"AD",37337021
12016,"Lutjanidae","Pristipomoides","multidens",4,"AD",37346002
12016,"Lutjanidae","Lutjanus","malabaricus",2,"AD",37346007
12016,"Lutjanidae","Lutjanus","lemniscatus",2,"AD",37346010
12016,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12016,"Nemipteridae","Nemipterus","virgatus",3,"AD",37347009
12016,"Sparidae","Argyrops","bleekeri",4,"AD",37353006
12016,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12017,"Carangidae","Turrum","caeruleopinnatum",2,"AD",37337021
12017,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12017,"Lutjanidae","Lutjanus","malabaricus",1,"AD",37346007
12017,"Nemipteridae","Nemipterus","virgatus",2,"AD",37347009
12017,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12018,"Carcharhinidae","Loxodon","macrorhinus",1,"AD",37018005
12018,"Carcharhinidae","Carcharhinus","macloti",1,"AD",37018025
12018,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12018,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12018,"Carangidae","Turrum","caeruleopinnatum",1,"AD",37337021
12018,"Carangidae","Caranx","papuensis",1,"AD",37337064
12018,"Lutjanidae","Pristipomoides","multidens",4,"AD",37346002
12018,"Nemipteridae","Nemipterus","bathybius",3,"AD",37347001
12018,"Nemipteridae","Nemipterus","virgatus",4,"AD",37347009
12018,"Sparidae","Argyrops","bleekeri",2,"AD",37353006
12019,"Carangidae","Seriolina","nigrofasciata",1,"AD",37337014
12019,"Carangidae","Turrum","caeruleopinnatum",3,"AD",37337021
12019,"Carangidae","Caranx","papuensis",1,"AD",37337064
12019,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12019,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12020,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12020,"Carangidae","Turrum","caeruleopinnatum",5,"AD",37337021
12020,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12020,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12021,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12021,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12021,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12021,"Nemipteridae","Nemipterus","bathybius",5,"AD",37347001
12021,"Nemipteridae","Nemipterus","virgatus",4,"AD",37347009
12022,"Sphyrnidae","Sphyrna","mokarran",1,"AD",37019002
12022,"Echeneidae","Echeneis","naucrates",2,"AD",37336001
12022,"Carangidae","Turrum","caeruleopinnatum",2,"AD",37337021
12022,"Carangidae","Caranx","papuensis",1,"AD",37337064
12022,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12022,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12022,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12023,"Carcharhinidae","Carcharhinus","tilstoni",1,"AD",37018014
12023,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12023,"Carangidae","Platycaranx","chrysophrys",1,"AD",37337011
12023,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12023,"Nemipteridae","Nemipterus","bathybius",6,"AD",37347001
12023,"Nemipteridae","Nemipterus","celebicus",1,"AD",37347004
12023,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12024,"Carangidae","Turrum","caeruleopinnatum",2,"AD",37337021
12024,"Carangidae","Caranx","papuensis",1,"AD",37337064
12024,"Nemipteridae","Nemipterus","bathybius",5,"AD",37347001
12024,"Nemipteridae","Nemipterus","celebicus",1,"AD",37347004
12024,"Balistidae","Abalistes","stellatus",2,"AD",37465011
12024,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12025,"Carcharhinidae","Carcharhinus","coatesi",1,"AD",37018009
12025,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12025,"Carangidae","Turrum","caeruleopinnatum",1,"AD",37337021
12025,"Carangidae","Caranx","papuensis",1,"AD",37337064
12025,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12025,"Nemipteridae","Nemipterus","bathybius",5,"AD",37347001
12025,"Nemipteridae","Nemipterus","celebicus",1,"AD",37347004
12025,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12025,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12026,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12026,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12026,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12026,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12027,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12027,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12027,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12027,"Ariidae","Netuma","thalassina",1,"AD",37188001
12027,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12027,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12027,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12027,"Mullidae","Upeneus","moluccensis",1,"AD",37355003
12028,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12028,"Ariidae","Netuma","thalassina",1,"AD",37188001
12028,"Lutjanidae","Pristipomoides","multidens",3,"AD",37346002
12028,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12028,"Mullidae","Upeneus","moluccensis",2,"AD",37355003
12028,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12029,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12029,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12029,"Sphyrnidae","Sphyrna","mokarran",1,"AD",37019002
12029,"Ariidae","Netuma","thalassina",2,"AD",37188001
12029,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12029,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12029,"Nemipteridae","Nemipterus","virgatus",2,"AD",37347009
12029,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12029,"Mullidae","Upeneus","moluccensis",1,"AD",37355003
12030,"Ariidae","Netuma","thalassina",1,"AD",37188001
12030,"Lutjanidae","Pristipomoides","multidens",4,"AD",37346002
12030,"Lutjanidae","Lutjanus","malabaricus",2,"AD",37346007
12030,"Lutjanidae","Lutjanus","lemniscatus",1,"AD",37346010
12030,"Lutjanidae","Pristipomoides","typus",1,"AD",37346019
12030,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12030,"Nemipteridae","Nemipterus","nematopus",1,"AD",37347002
12030,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12030,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12031,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12031,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12031,"Terapontidae","Terapon","jarbua",1,"AD",37321002
12031,"Lutjanidae","Pristipomoides","multidens",5,"AD",37346002
12031,"Lutjanidae","Lutjanus","malabaricus",1,"AD",37346007
12031,"Lutjanidae","Pristipomoides","typus",2,"AD",37346019
12031,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12031,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12031,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12032,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12032,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12032,"Lutjanidae","Lutjanus","malabaricus",1,"AD",37346007
12032,"Lutjanidae","Pristipomoides","typus",3,"AD",37346019
12032,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12033,"Muraenidae","Gymnothorax","sp",1,"AD",37060900
12033,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12033,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12034,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12034,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12034,"Ariidae","Netuma","thalassina",1,"AD",37188001
12034,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12034,"Nemipteridae","Nemipterus","bathybius",3,"AD",37347001
12034,"Nemipteridae","Nemipterus","virgatus",2,"AD",37347009
12034,"Sphyraenidae","Sphyraena","sp",1,"AD",37382901
12034,"Scombridae","Scomberomorus","commerson",1,"AD",37441007
12034,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12035,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12035,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12035,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12035,"Nemipteridae","Nemipterus","virgatus",3,"AD",37347009
12036,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12036,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12036,"Nemipteridae","Nemipterus","bathybius",4,"AD",37347001
12037,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12037,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12037,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12037,"Nemipteridae","Nemipterus","bathybius",4,"AD",37347001
12037,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12037,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12038,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12038,"Apogonidae","Ostorhinchus","sp",5,"AD",37327931
12038,"Nemipteridae","Nemipterus","bathybius",6,"AD",37347001
12038,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12039,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12039,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12039,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12039,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12040,"Carcharhinidae","Carcharhinus","macloti",1,"AD",37018025
12040,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12040,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12040,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12040,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12041,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12041,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12041,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12041,"Nemipteridae","Nemipterus","bathybius",3,"AD",37347001
12041,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12041,"Tetraodontidae","Lagocephalus","lunaris",3,"AD",37467012
12042,"Carcharhinidae","Carcharhinus","altimus",2,"AD",37018012
12042,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12042,"Carangidae","Caranx","papuensis",1,"AD",37337064
12042,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12042,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12042,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
12043,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12043,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12043,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12043,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002
12043,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
12044,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12044,"Synodontidae","Saurida","undosquamis",1,"AD",37118001
12044,"Apogonidae","Ostorhinchus","sp",5,"AD",37327931
12044,"Carangidae","Caranx","papuensis",1,"AD",37337064
12044,"Lutjanidae","Pristipomoides","multidens",2,"AD",37346002
12044,"Nemipteridae","Nemipterus","bathybius",6,"AD",37347001
12044,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12044,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
12044,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12045,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12045,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12045,"Carangidae","Turrum","caeruleopinnatum",1,"AD",37337021
12045,"Carangidae","Caranx","papuensis",1,"AD",37337064
12045,"Nemipteridae","Nemipterus","bathybius",2,"AD",37347001
12045,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012
12046,"Carcharhinidae","Carcharhinus","sp",1,"AD",37018904
12046,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12046,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12046,"Carangidae","Caranx","papuensis",1,"AD",37337064
12046,"Nemipteridae","Nemipterus","bathybius",3,"AD",37347001
12047,"Carcharhinidae","Carcharhinus","obscurus",1,"AD",37018003
12047,"Carcharhinidae","Carcharhinus","macloti",1,"AD",37018025
12047,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12047,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12047,"Carangidae","Caranx","papuensis",1,"AD",37337064
12047,"Nemipteridae","Nemipterus","bathybius",4,"AD",37347001
12047,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12048,"Carcharhinidae","Carcharhinus","plumbeus",1,"AD",37018007
12048,"Carcharhinidae","Carcharhinus","macloti",1,"AD",37018025
12048,"Sphyrnidae","Sphyrna","lewini",1,"AD",37019001
12048,"Muraenidae","Gymnothorax","sp",1,"AD",37060900
12048,"Synodontidae","Saurida","undosquamis",2,"AD",37118001
12048,"Nemipteridae","Nemipterus","bathybius",8,"AD",37347001
12048,"Nemipteridae","Nemipterus","virgatus",1,"AD",37347009
12048,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012
