campaignid,sample,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,count
2020-10_south-west_stereo-BRUVs,FH17,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH17,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-10_south-west_stereo-BRUVs,FH17,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH17,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH17,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH17,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,13
2020-10_south-west_stereo-BRUVs,FH18,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH18,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH18,Physical,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH18,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH18,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,10
2020-10_south-west_stereo-BRUVs,FH2,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH2,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH2,Biota,Macroalgae,Filamentous / filiform,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH2,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,7
2020-10_south-west_stereo-BRUVs,FH2,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH2,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH2,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH20,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH20,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH20,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-10_south-west_stereo-BRUVs,FH20,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH20,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,12
2020-10_south-west_stereo-BRUVs,FH21,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH21,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,13
2020-10_south-west_stereo-BRUVs,FH21,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-10_south-west_stereo-BRUVs,FH21,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,5
2020-10_south-west_stereo-BRUVs,FH21,Biota,Sponges,Cup-likes,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH21,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH21,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH21,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,10
2020-10_south-west_stereo-BRUVs,FH21,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH23,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,2
2020-10_south-west_stereo-BRUVs,FH23,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,10
2020-10_south-west_stereo-BRUVs,FH23,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH23,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,9
2020-10_south-west_stereo-BRUVs,FH24,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH24,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH24,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH24,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH24,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,22
2020-10_south-west_stereo-BRUVs,FH25,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH25,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH25,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH25,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH25,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-10_south-west_stereo-BRUVs,FH25,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,5
2020-10_south-west_stereo-BRUVs,FH25,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH25,Physical,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH25,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH25,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH26,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH26,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH26,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH27,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH27,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH27,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-10_south-west_stereo-BRUVs,FH27,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-10_south-west_stereo-BRUVs,FH27,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH27,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,9
2020-10_south-west_stereo-BRUVs,FH27,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH28,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH28,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,31
2020-10_south-west_stereo-BRUVs,FH30,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH30,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,25
2020-10_south-west_stereo-BRUVs,FH30,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH31,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH31,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,9
2020-10_south-west_stereo-BRUVs,FH31,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,6
2020-10_south-west_stereo-BRUVs,FH31,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Seirococcaceae,Scytothalia,dorycarpa,4
2020-10_south-west_stereo-BRUVs,FH31,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH31,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH32,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH32,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH32,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,16
2020-10_south-west_stereo-BRUVs,FH33,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH33,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH33,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH33,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,5
2020-10_south-west_stereo-BRUVs,FH33,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH33,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH33,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH33,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH34,Biota,Ascidians,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH34,Biota,Cnidaria,Hydroids,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH34,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH34,Biota,Macroalgae,Erect coarse branching,Green,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH34,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH34,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,2
2020-10_south-west_stereo-BRUVs,FH34,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH34,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,14
2020-10_south-west_stereo-BRUVs,FH34,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH35,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH35,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,18
2020-10_south-west_stereo-BRUVs,FH36,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH36,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,3
2020-10_south-west_stereo-BRUVs,FH36,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH36,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH37,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH37,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH37,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-10_south-west_stereo-BRUVs,FH37,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-10_south-west_stereo-BRUVs,FH37,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH37,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,12
2020-10_south-west_stereo-BRUVs,FH37,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH39,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH39,Biota,Cnidaria,True anemones,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH39,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH39,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,12
2020-10_south-west_stereo-BRUVs,FH39,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH39,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH39,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
