campaignid,opcode,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,caab_code,count
2023-03_SwC_stereo-BRUVs,17,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,2
2023-03_SwC_stereo-BRUVs,17,Biota,Macroalgae,Erect coarse branching,Green,NA,NA,NA,NA,NA,NA,NA,80300905,1
2023-03_SwC_stereo-BRUVs,17,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,12
2023-03_SwC_stereo-BRUVs,17,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,9
2023-03_SwC_stereo-BRUVs,17,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,5
2023-03_SwC_stereo-BRUVs,17,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,1
2023-03_SwC_stereo-BRUVs,19,Biota,Bryozoa,Soft,Foliaceous,NA,NA,NA,NA,NA,NA,NA,20000907,6
2023-03_SwC_stereo-BRUVs,19,Biota,Cnidaria,Corals,Black & Octocorals,Branching (3D),NA,NA,NA,NA,NA,NA,11168902,5
2023-03_SwC_stereo-BRUVs,19,Biota,Cnidaria,Hydroids,NA,NA,NA,NA,NA,NA,NA,NA,11001000,2
2023-03_SwC_stereo-BRUVs,19,Biota,Sponges,Cup-likes,Barrels,NA,NA,NA,NA,NA,NA,NA,10000907,2
2023-03_SwC_stereo-BRUVs,19,Biota,Sponges,Cup-likes,Cups,Incomplete cup / curled fan,NA,NA,NA,NA,NA,NA,10000918,2
2023-03_SwC_stereo-BRUVs,19,Biota,Sponges,Massive forms,Simple,NA,NA,NA,NA,NA,NA,NA,10000904,1
2023-03_SwC_stereo-BRUVs,19,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Gravel (2-10mm),NA,NA,NA,NA,NA,NA,82001011,1
2023-03_SwC_stereo-BRUVs,19,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,3
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,4
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300908,1
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,1
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,16
2023-03_SwC_stereo-BRUVs,2,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2023-03_SwC_stereo-BRUVs,2,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,9
2023-03_SwC_stereo-BRUVs,21,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,8
2023-03_SwC_stereo-BRUVs,21,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,1
2023-03_SwC_stereo-BRUVs,21,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,3
2023-03_SwC_stereo-BRUVs,21,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,7
2023-03_SwC_stereo-BRUVs,22,Biota,Bryozoa,Soft,Foliaceous,NA,NA,NA,NA,NA,NA,NA,20000907,6
2023-03_SwC_stereo-BRUVs,22,Biota,Cnidaria,Corals,Black & Octocorals,Branching (3D),NA,NA,NA,NA,NA,NA,11168902,4
2023-03_SwC_stereo-BRUVs,22,Biota,Cnidaria,Corals,Black & Octocorals,Fan (2D),NA,NA,NA,NA,NA,NA,11168912,1
2023-03_SwC_stereo-BRUVs,22,Biota,Cnidaria,Hydroids,NA,NA,NA,NA,NA,NA,NA,NA,11001000,1
2023-03_SwC_stereo-BRUVs,22,Biota,Sponges,Cup-likes,Barrels,NA,NA,NA,NA,NA,NA,NA,10000907,1
2023-03_SwC_stereo-BRUVs,22,Biota,Sponges,Cup-likes,Cups,Incomplete cup / curled fan,NA,NA,NA,NA,NA,NA,10000918,1
2023-03_SwC_stereo-BRUVs,22,Biota,Sponges,Erect forms,Branching,NA,NA,NA,NA,NA,NA,NA,10000915,2
2023-03_SwC_stereo-BRUVs,22,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,2
2023-03_SwC_stereo-BRUVs,22,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,1
2023-03_SwC_stereo-BRUVs,22,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,2
2023-03_SwC_stereo-BRUVs,23,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,4
2023-03_SwC_stereo-BRUVs,23,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,1
2023-03_SwC_stereo-BRUVs,23,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,9
2023-03_SwC_stereo-BRUVs,23,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,11
2023-03_SwC_stereo-BRUVs,23,Biota,Sponges,Massive forms,Simple,NA,NA,NA,NA,NA,NA,NA,10000904,7
2023-03_SwC_stereo-BRUVs,24,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,7
2023-03_SwC_stereo-BRUVs,24,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,24,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,24,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,4
2023-03_SwC_stereo-BRUVs,24,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,14
2023-03_SwC_stereo-BRUVs,24,Biota,Sponges,Massive forms,Simple,NA,NA,NA,NA,NA,NA,NA,10000904,1
2023-03_SwC_stereo-BRUVs,26,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,21
2023-03_SwC_stereo-BRUVs,26,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,18
2023-03_SwC_stereo-BRUVs,29,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,29,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,29,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,5
2023-03_SwC_stereo-BRUVs,29,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,28
2023-03_SwC_stereo-BRUVs,3,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,2
2023-03_SwC_stereo-BRUVs,3,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300908,2
2023-03_SwC_stereo-BRUVs,3,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,6
2023-03_SwC_stereo-BRUVs,3,Biota,Macroalgae,Filamentous / filiform,Green,NA,NA,NA,NA,NA,NA,NA,80300932,1
2023-03_SwC_stereo-BRUVs,3,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2023-03_SwC_stereo-BRUVs,3,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,1
2023-03_SwC_stereo-BRUVs,3,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,11
2023-03_SwC_stereo-BRUVs,31,Biota,Cnidaria,Corals,Black & Octocorals,Branching (3D),NA,NA,NA,NA,NA,NA,11168902,1
2023-03_SwC_stereo-BRUVs,31,Biota,Cnidaria,Corals,Stony corals,Solitary,NA,NA,NA,NA,NA,NA,11290901,1
2023-03_SwC_stereo-BRUVs,31,Biota,Cnidaria,Hydroids,NA,NA,NA,NA,NA,NA,NA,NA,11001000,3
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,1
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Erect coarse branching,Green,NA,NA,NA,NA,NA,NA,NA,80300905,8
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,80300909,7
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,2
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,1
2023-03_SwC_stereo-BRUVs,31,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2023-03_SwC_stereo-BRUVs,31,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,1
2023-03_SwC_stereo-BRUVs,31,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,3
2023-03_SwC_stereo-BRUVs,32,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,1
2023-03_SwC_stereo-BRUVs,32,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,80300909,4
2023-03_SwC_stereo-BRUVs,32,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,32,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,1
2023-03_SwC_stereo-BRUVs,32,Biota,Sponges,Massive forms,Simple,NA,NA,NA,NA,NA,NA,NA,10000904,2
2023-03_SwC_stereo-BRUVs,32,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,3
2023-03_SwC_stereo-BRUVs,32,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,13
2023-03_SwC_stereo-BRUVs,34,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,6
2023-03_SwC_stereo-BRUVs,34,Biota,Macroalgae,Erect coarse branching,Green,NA,NA,NA,NA,NA,NA,NA,80300905,1
2023-03_SwC_stereo-BRUVs,34,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300908,5
2023-03_SwC_stereo-BRUVs,34,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,4
2023-03_SwC_stereo-BRUVs,34,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,1
2023-03_SwC_stereo-BRUVs,34,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,5
2023-03_SwC_stereo-BRUVs,34,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Gravel (2-10mm),NA,NA,NA,NA,NA,NA,82001011,2
2023-03_SwC_stereo-BRUVs,34,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,1
2023-03_SwC_stereo-BRUVs,35,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,3
2023-03_SwC_stereo-BRUVs,35,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,1
2023-03_SwC_stereo-BRUVs,35,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,35,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,1
2023-03_SwC_stereo-BRUVs,35,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,18
2023-03_SwC_stereo-BRUVs,35,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,1
2023-03_SwC_stereo-BRUVs,35,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,3
2023-03_SwC_stereo-BRUVs,35,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,1
2023-03_SwC_stereo-BRUVs,35,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Gravel (2-10mm),NA,NA,NA,NA,NA,NA,82001011,1
2023-03_SwC_stereo-BRUVs,35,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Pebble (10-64mm),NA,NA,NA,NA,NA,NA,82001012,2
2023-03_SwC_stereo-BRUVs,35,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,5
2023-03_SwC_stereo-BRUVs,36,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,7
2023-03_SwC_stereo-BRUVs,36,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,36,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,4
2023-03_SwC_stereo-BRUVs,36,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2023-03_SwC_stereo-BRUVs,36,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,6
2023-03_SwC_stereo-BRUVs,37,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300908,1
2023-03_SwC_stereo-BRUVs,37,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,2
2023-03_SwC_stereo-BRUVs,37,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Pebble (10-64mm),NA,NA,NA,NA,NA,NA,82001012,1
2023-03_SwC_stereo-BRUVs,37,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,28
2023-03_SwC_stereo-BRUVs,39,Biota,Bryozoa,Soft,Foliaceous,NA,NA,NA,NA,NA,NA,NA,20000907,3
2023-03_SwC_stereo-BRUVs,39,Biota,Cnidaria,Corals,Black & Octocorals,Fan (2D),NA,NA,NA,NA,NA,NA,11168912,1
2023-03_SwC_stereo-BRUVs,39,Biota,Macroalgae,Filamentous / filiform,Green,NA,NA,NA,NA,NA,NA,NA,80300932,1
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Cup-likes,Cups,Incomplete cup / curled fan,NA,NA,NA,NA,NA,NA,10000918,1
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Cup-likes,Tubes and chimneys,NA,NA,NA,NA,NA,NA,NA,10000911,2
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,6
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Erect forms,Palmate,NA,NA,NA,NA,NA,NA,NA,10000914,1
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Massive forms,Balls,NA,NA,NA,NA,NA,NA,NA,10000905,1
2023-03_SwC_stereo-BRUVs,39,Biota,Sponges,Massive forms,Simple,NA,NA,NA,NA,NA,NA,NA,10000904,2
2023-03_SwC_stereo-BRUVs,39,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,2
2023-03_SwC_stereo-BRUVs,4,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,4,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,1
2023-03_SwC_stereo-BRUVs,4,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,2
2023-03_SwC_stereo-BRUVs,4,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,9
2023-03_SwC_stereo-BRUVs,4,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,6
2023-03_SwC_stereo-BRUVs,4,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,2
2023-03_SwC_stereo-BRUVs,40,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,2
2023-03_SwC_stereo-BRUVs,40,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,80300909,2
2023-03_SwC_stereo-BRUVs,40,Biota,Macroalgae,Filamentous / filiform,Brown,NA,NA,NA,NA,NA,NA,NA,80300931,4
2023-03_SwC_stereo-BRUVs,40,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,8
2023-03_SwC_stereo-BRUVs,40,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,1
2023-03_SwC_stereo-BRUVs,40,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,6
2023-03_SwC_stereo-BRUVs,40,Biota,Sponges,Erect forms,Laminar,NA,NA,NA,NA,NA,NA,NA,10000913,1
2023-03_SwC_stereo-BRUVs,40,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Pebble (10-64mm),NA,NA,NA,NA,NA,NA,82001012,3
2023-03_SwC_stereo-BRUVs,40,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,82001014,8
2023-03_SwC_stereo-BRUVs,44,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,6
2023-03_SwC_stereo-BRUVs,44,Biota,Macroalgae,Erect coarse branching,Green,NA,NA,NA,NA,NA,NA,NA,80300905,4
2023-03_SwC_stereo-BRUVs,44,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,7
2023-03_SwC_stereo-BRUVs,44,Biota,Macroalgae,Filamentous / filiform,Red,NA,NA,NA,NA,NA,NA,NA,80300933,2
2023-03_SwC_stereo-BRUVs,44,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,54079009,4
2023-03_SwC_stereo-BRUVs,44,Biota,Seagrasses,Strap-like leaves,NA,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,63618905,4
2023-03_SwC_stereo-BRUVs,45,Biota,Bryozoa,Soft,Foliaceous,NA,NA,NA,NA,NA,NA,NA,20000907,6
2023-03_SwC_stereo-BRUVs,45,Biota,Cnidaria,Hydroids,NA,NA,NA,NA,NA,NA,NA,NA,11001000,5
2023-03_SwC_stereo-BRUVs,45,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,3
2023-03_SwC_stereo-BRUVs,45,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,80300909,4
2023-03_SwC_stereo-BRUVs,45,Biota,Sponges,Crusts,Encrusting,NA,NA,NA,NA,NA,NA,NA,10000902,1
2023-03_SwC_stereo-BRUVs,45,Biota,Sponges,Massive forms,Balls,NA,NA,NA,NA,NA,NA,NA,10000905,1
2023-03_SwC_stereo-BRUVs,45,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,82001002,5
2023-03_SwC_stereo-BRUVs,45,Physical,Substrate,Unconsolidated (soft),Pebble / gravel,Gravel (2-10mm),NA,NA,NA,NA,NA,NA,82001011,2
2023-03_SwC_stereo-BRUVs,46,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,80300904,6
2023-03_SwC_stereo-BRUVs,46,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,80300906,2
2023-03_SwC_stereo-BRUVs,46,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,80300910,6
