campaignid,sample,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,count
2022-11_Investigator_stereo-BRUVs,INV-BV-28,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,13
2022-11_Investigator_stereo-BRUVs,INV-BV-29,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,20
2022-11_Investigator_stereo-BRUVs,INV-BV-35,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,11
2022-11_Investigator_stereo-BRUVs,INV-BV-35,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,5
2022-11_Investigator_stereo-BRUVs,INV-BV-36,Physical,Relief,High,Caves,5,NA,NA,NA,NA,NA,NA,1
2022-11_Investigator_stereo-BRUVs,INV-BV-36,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,16
2022-11_Investigator_stereo-BRUVs,INV-BV-36,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA,3
2022-11_Investigator_stereo-BRUVs,INV-BV-36,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,5
2022-11_Investigator_stereo-BRUVs,INV-BV-42,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,19
2022-11_Investigator_stereo-BRUVs,INV-BV-44,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,6
2022-11_Investigator_stereo-BRUVs,INV-BV-44,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,3
2022-11_Investigator_stereo-BRUVs,INV-BV-44,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,8
2022-11_Investigator_stereo-BRUVs,INV-BV-48,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,13
2022-11_Investigator_stereo-BRUVs,INV-BV-48,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA,10
2022-11_Investigator_stereo-BRUVs,INV-BV-51,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,18
2022-11_Investigator_stereo-BRUVs,INV-BV-53,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,8
2022-11_Investigator_stereo-BRUVs,INV-BV-53,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,9
2022-11_Investigator_stereo-BRUVs,INV-BV-55,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,2
2022-11_Investigator_stereo-BRUVs,INV-BV-55,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,4
2022-11_Investigator_stereo-BRUVs,INV-BV-55,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,12
2022-11_Investigator_stereo-BRUVs,INV-BV-57,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,17
2022-11_Investigator_stereo-BRUVs,INV-BV-58,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA,1
2022-11_Investigator_stereo-BRUVs,INV-BV-58,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,19
2022-11_Investigator_stereo-BRUVs,INV-BV-60,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,3
2022-11_Investigator_stereo-BRUVs,INV-BV-60,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,9
2022-11_Investigator_stereo-BRUVs,INV-BV-60,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,5
2022-11_Investigator_stereo-BRUVs,INV-BV-62,Physical,Relief,Flat,NA,0,NA,NA,NA,NA,NA,NA,1
2022-11_Investigator_stereo-BRUVs,INV-BV-62,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,19
2022-11_Investigator_stereo-BRUVs,INV-BV-66,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,13
2022-11_Investigator_stereo-BRUVs,INV-BV-66,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,8
2022-11_Investigator_stereo-BRUVs,INV-BV-69,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,7
2022-11_Investigator_stereo-BRUVs,INV-BV-69,Physical,Relief,Low / moderate,Low (<1m),1,NA,NA,NA,NA,NA,NA,4
2022-11_Investigator_stereo-BRUVs,INV-BV-69,Physical,Relief,Low / moderate,Moderate (1-3m),2,NA,NA,NA,NA,NA,NA,7
2022-11_Investigator_stereo-BRUVs,INV-BV-70,Physical,Relief,High,High (>3m),3,NA,NA,NA,NA,NA,NA,7
2022-11_Investigator_stereo-BRUVs,INV-BV-70,Physical,Relief,High,Wall,4,NA,NA,NA,NA,NA,NA,18
