campaignid,opcode,level_1,level_5,level_2,level_3,level_4,level_6,level_7,level_8,family,genus,species,caab_code,count
2022-11_Salisbury_stereo-BRUVs,SAL-BV-032,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,3
2022-11_Salisbury_stereo-BRUVs,SAL-BV-032,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-032,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-035,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,10
2022-11_Salisbury_stereo-BRUVs,SAL-BV-035,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2022-11_Salisbury_stereo-BRUVs,SAL-BV-035,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-043,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,12
2022-11_Salisbury_stereo-BRUVs,SAL-BV-043,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-043,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-043,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-047,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-047,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-047,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-049,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,14
2022-11_Salisbury_stereo-BRUVs,SAL-BV-049,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-054,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,10
2022-11_Salisbury_stereo-BRUVs,SAL-BV-054,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-054,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-054,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-056,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,17
2022-11_Salisbury_stereo-BRUVs,SAL-BV-057,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,17
2022-11_Salisbury_stereo-BRUVs,SAL-BV-059,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,10
2022-11_Salisbury_stereo-BRUVs,SAL-BV-063,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-063,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,16
2022-11_Salisbury_stereo-BRUVs,SAL-BV-063,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2022-11_Salisbury_stereo-BRUVs,SAL-BV-063,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2022-11_Salisbury_stereo-BRUVs,SAL-BV-068,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-068,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,7
2022-11_Salisbury_stereo-BRUVs,SAL-BV-068,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-068,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-080,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,15
2022-11_Salisbury_stereo-BRUVs,SAL-BV-083,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,15
2022-11_Salisbury_stereo-BRUVs,SAL-BV-083,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2022-11_Salisbury_stereo-BRUVs,SAL-BV-091,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-091,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,6
2022-11_Salisbury_stereo-BRUVs,SAL-BV-091,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,16
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C01,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C01,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C01,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C02,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,21
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C03,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,17
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C04,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,14
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C04,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C05,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,3
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C05,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C05,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C05,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C06,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,15
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C07,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,7
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C07,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,14
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C07,Physical,5,Relief,High,Caves,NA,NA,NA,NA,NA,NA,82003008,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C08,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C08,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C08,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C08,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,3
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C09,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,8
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C09,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C09,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C10,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C10,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C10,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C10,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,18
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C10,Physical,5,Relief,High,Caves,NA,NA,NA,NA,NA,NA,82003008,10
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C11,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C11,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C11,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C12,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,11
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C12,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,5
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C12,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C13,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,16
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C13,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2022-11_Salisbury_stereo-BRUVs,SAL-BV-C13,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D01,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,20
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D02,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,15
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D03,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,19
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D03,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,1
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D04,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,22
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D05,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,12
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D05,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D05,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D06,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D06,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,20
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D07,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D07,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,22
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D07,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,3
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D08,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,6
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D08,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,3
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D08,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,11
2022-11_Salisbury_stereo-BRUVs,SAL-BV-D08,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,7
