campaignid,sample,caab_code,number,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_2_25_Pilchards,10000911,1,Biota,Sponges,Cup-likes,Tubes and chimneys,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_2_25_Pilchards,10000915,5,Biota,Sponges,Erect forms,Branching,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_2_25_Pilchards,80300910,1,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_2_5_Pilchards,80300902,13,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_15_Pilchard,2,4,Biota,Sessile invertebrates,,,NA,NA,NA,NA,,,
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_15_Pilchard,80300902,13,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_15_Pilchard,80300929,3,Biota,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_25_Pilchards,2,2,Biota,Sessile invertebrates,,,NA,NA,NA,NA,,,
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_25_Pilchards,10000000,6,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_25_Pilchards,10000915,5,Biota,Sponges,Erect forms,Branching,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_25_Pilchards,11168902,1,Biota,Cnidaria,Corals,Black & Octocorals,Branching (3D),NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_3_5_Pilchards,80300902,8,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_4_15_Pilchards,80300902,12,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_4_25_Pilchards,2,1,Biota,Sessile invertebrates,,,NA,NA,NA,NA,,,
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_4_25_Pilchards,10000902,13,Biota,Sponges,Crusts,Encrusting,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_4_25_Pilchards,11284000,6,Biota,Cnidaria,Colonial anemones,Zoanthids,NA,NA,NA,NA,NA,NA,NA
2013-05_Aidans_Hons_pilchards_stereoBRUVs,Outside_4_5_Pilchards,80300902,5,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,NA,NA,NA
