campaignid,opcode,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,caab_code,count
2014-12_Geographe-bay_stereo-BRUVs,113,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,114,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,115,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,116,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,119,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,8
2014-12_Geographe-bay_stereo-BRUVs,119,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,11R1,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,11R2,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,11R3,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,4
2014-12_Geographe-bay_stereo-BRUVs,11R3,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,6
2014-12_Geographe-bay_stereo-BRUVs,11R4,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,9
2014-12_Geographe-bay_stereo-BRUVs,12,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,122,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,8
2014-12_Geographe-bay_stereo-BRUVs,122,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,3
2014-12_Geographe-bay_stereo-BRUVs,12RC1,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,12RC1,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2014-12_Geographe-bay_stereo-BRUVs,12RC1,Physical,Substrate,Consolidated (hard),NA,NA,NA,NA,NA,NA,NA,NA,82001001,12
2014-12_Geographe-bay_stereo-BRUVs,12RC1,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,3
2014-12_Geographe-bay_stereo-BRUVs,12RC2,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,12RC3,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,12RC5,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,6
2014-12_Geographe-bay_stereo-BRUVs,12RC6,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,10
2014-12_Geographe-bay_stereo-BRUVs,12RC7,Biota,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500000,1
2014-12_Geographe-bay_stereo-BRUVs,12RC7,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,14
2014-12_Geographe-bay_stereo-BRUVs,12RC8,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,19
2014-12_Geographe-bay_stereo-BRUVs,12RC8,Physical,Substrate,Consolidated (hard),NA,NA,NA,NA,NA,NA,NA,NA,82001001,1
2014-12_Geographe-bay_stereo-BRUVs,12RC9,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,16
2014-12_Geographe-bay_stereo-BRUVs,13,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,15
2014-12_Geographe-bay_stereo-BRUVs,135,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,4
2014-12_Geographe-bay_stereo-BRUVs,135,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,6
2014-12_Geographe-bay_stereo-BRUVs,138,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2014-12_Geographe-bay_stereo-BRUVs,138,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,139,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,6
2014-12_Geographe-bay_stereo-BRUVs,139,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,13RC1,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,10
2014-12_Geographe-bay_stereo-BRUVs,13RC11,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,8
2014-12_Geographe-bay_stereo-BRUVs,13RC11,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,2
2014-12_Geographe-bay_stereo-BRUVs,13RC12,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,5
2014-12_Geographe-bay_stereo-BRUVs,13RC13,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,13RC15,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,4
2014-12_Geographe-bay_stereo-BRUVs,13RC15,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,13RC2,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,19
2014-12_Geographe-bay_stereo-BRUVs,13RC3,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,12
2014-12_Geographe-bay_stereo-BRUVs,13RC4,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,13RC5,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,6
2014-12_Geographe-bay_stereo-BRUVs,13RC5,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,9
2014-12_Geographe-bay_stereo-BRUVs,13RC6,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,13RC6,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,1
2014-12_Geographe-bay_stereo-BRUVs,13RC6,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,7
2014-12_Geographe-bay_stereo-BRUVs,13RC7,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,13RC8,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
2014-12_Geographe-bay_stereo-BRUVs,13RC8,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,13RC9,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,13RC9,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,2
2014-12_Geographe-bay_stereo-BRUVs,13RC9,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,6
2014-12_Geographe-bay_stereo-BRUVs,14,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,11
2014-12_Geographe-bay_stereo-BRUVs,14,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
2014-12_Geographe-bay_stereo-BRUVs,14,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,2
2014-12_Geographe-bay_stereo-BRUVs,143,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,9
2014-12_Geographe-bay_stereo-BRUVs,144,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,15,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,15,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,151,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2014-12_Geographe-bay_stereo-BRUVs,151,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,8
2014-12_Geographe-bay_stereo-BRUVs,151,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2014-12_Geographe-bay_stereo-BRUVs,154,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,6
2014-12_Geographe-bay_stereo-BRUVs,154,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
2014-12_Geographe-bay_stereo-BRUVs,16,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,8
2014-12_Geographe-bay_stereo-BRUVs,16,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,2
2014-12_Geographe-bay_stereo-BRUVs,160,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,14
2014-12_Geographe-bay_stereo-BRUVs,167,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,17,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2014-12_Geographe-bay_stereo-BRUVs,17,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
2014-12_Geographe-bay_stereo-BRUVs,17,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2014-12_Geographe-bay_stereo-BRUVs,17,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,6
2014-12_Geographe-bay_stereo-BRUVs,170,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,175,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,176,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,18,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,183,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,8
2014-12_Geographe-bay_stereo-BRUVs,183,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,2
2014-12_Geographe-bay_stereo-BRUVs,19,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,192,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,12
2014-12_Geographe-bay_stereo-BRUVs,192,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,196,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,196,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,12
2014-12_Geographe-bay_stereo-BRUVs,196,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,199,Biota,Cnidaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500000,1
2014-12_Geographe-bay_stereo-BRUVs,199,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,12
2014-12_Geographe-bay_stereo-BRUVs,199,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,1
2014-12_Geographe-bay_stereo-BRUVs,2,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,9
2014-12_Geographe-bay_stereo-BRUVs,2,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,1
2014-12_Geographe-bay_stereo-BRUVs,20,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,202,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,207,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,208,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,13
2014-12_Geographe-bay_stereo-BRUVs,21,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,215,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,218,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,22,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2014-12_Geographe-bay_stereo-BRUVs,22,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,224,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,224,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,6
2014-12_Geographe-bay_stereo-BRUVs,23,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,234,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,236,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,236,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,236,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,3
2014-12_Geographe-bay_stereo-BRUVs,24,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,1
2014-12_Geographe-bay_stereo-BRUVs,24,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,5
2014-12_Geographe-bay_stereo-BRUVs,240,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,8
2014-12_Geographe-bay_stereo-BRUVs,240,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,5
2014-12_Geographe-bay_stereo-BRUVs,240,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,4
2014-12_Geographe-bay_stereo-BRUVs,247,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,25,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,250,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,256,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,4
2014-12_Geographe-bay_stereo-BRUVs,256,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,2
2014-12_Geographe-bay_stereo-BRUVs,256,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,2
2014-12_Geographe-bay_stereo-BRUVs,26,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,11
2014-12_Geographe-bay_stereo-BRUVs,267,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,1
2014-12_Geographe-bay_stereo-BRUVs,267,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,9
2014-12_Geographe-bay_stereo-BRUVs,27,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,270,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,5
2014-12_Geographe-bay_stereo-BRUVs,271,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,10
2014-12_Geographe-bay_stereo-BRUVs,272,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,279,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,279,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,28,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,8
2014-12_Geographe-bay_stereo-BRUVs,28,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,2
2014-12_Geographe-bay_stereo-BRUVs,282,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,282,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,282,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,287,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,287,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,288,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,6
2014-12_Geographe-bay_stereo-BRUVs,288,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
2014-12_Geographe-bay_stereo-BRUVs,288,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,29,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,13
2014-12_Geographe-bay_stereo-BRUVs,295,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,298,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,298,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,9
2014-12_Geographe-bay_stereo-BRUVs,3,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,30,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,304,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,31,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,10
2014-12_Geographe-bay_stereo-BRUVs,314,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,10
2014-12_Geographe-bay_stereo-BRUVs,316,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,316,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,32,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,2
2014-12_Geographe-bay_stereo-BRUVs,32,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,8
2014-12_Geographe-bay_stereo-BRUVs,320,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,7
2014-12_Geographe-bay_stereo-BRUVs,320,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,4
2014-12_Geographe-bay_stereo-BRUVs,327,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,3
2014-12_Geographe-bay_stereo-BRUVs,327,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,4
2014-12_Geographe-bay_stereo-BRUVs,327,Physical,Substrate,Unconsolidated (soft),NA,NA,NA,NA,NA,NA,NA,NA,82001005,1
2014-12_Geographe-bay_stereo-BRUVs,33,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,80300000,4
2014-12_Geographe-bay_stereo-BRUVs,33,Biota,Seagrasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,63600901,3
