campaignid,sample,level_1,level_5,level_2,level_3,level_4,level_6,level_7,level_8,family,genus,species,count
2021-05_PtCloates_stereo-BRUVS,21,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,1
2021-05_PtCloates_stereo-BRUVS,22,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,4
2021-05_PtCloates_stereo-BRUVS,22,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,11
2021-05_PtCloates_stereo-BRUVS,22,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,3
2021-05_PtCloates_stereo-BRUVS,22,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,1
2021-05_PtCloates_stereo-BRUVS,23,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,19
2021-05_PtCloates_stereo-BRUVS,25,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,7
2021-05_PtCloates_stereo-BRUVS,25,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,11
2021-05_PtCloates_stereo-BRUVS,25,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,1
2021-05_PtCloates_stereo-BRUVS,26,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,10
2021-05_PtCloates_stereo-BRUVS,27,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,2
2021-05_PtCloates_stereo-BRUVS,27,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,12
2021-05_PtCloates_stereo-BRUVS,27,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,5
2021-05_PtCloates_stereo-BRUVS,27,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,2
2021-05_PtCloates_stereo-BRUVS,3,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,9
2021-05_PtCloates_stereo-BRUVS,3,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,7
2021-05_PtCloates_stereo-BRUVS,4,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,3
2021-05_PtCloates_stereo-BRUVS,4,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,10
2021-05_PtCloates_stereo-BRUVS,4,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,5
2021-05_PtCloates_stereo-BRUVS,5,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,23
2021-05_PtCloates_stereo-BRUVS,6,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,21
2021-05_PtCloates_stereo-BRUVS,6,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,3
2021-05_PtCloates_stereo-BRUVS,7,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,17
2021-05_PtCloates_stereo-BRUVS,7,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,3
2021-05_PtCloates_stereo-BRUVS,8,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,20
2021-05_PtCloates_stereo-BRUVS,9,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,19
