Dot Point Measurements

Generated: Monday 06 July 2026 14:36:47

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
npz6.12.jpg	      0		373	1763																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			76.7
npz6.12.jpg	      0		76	1615																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			79.3
npz6.12.jpg	      0		521	1228																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			21.0
npz6.12.jpg	      0		600	1689																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			65.4
npz6.12.jpg	      0		854	893																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			28.4
npz6.12.jpg	      0		509	1142																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			14.7
npz6.12.jpg	      0		934	1096																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Fine Sand (No Shell Fragments)	Open	82001015			32.8
npz6.13.jpg	      0		885	663																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			39.2
npz6.13.jpg	      0		12	277																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			67.5
npz6.13.jpg	      0		75	367																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			57.5
npz6.13.jpg	      0		217	797																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			25.4
npz6.13.jpg	      0		222	1076																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			32.9
npz6.13.jpg	      0		357	1886																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			96.4
npz6.13.jpg	      0		947	524																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			50.4
npz6.13.jpg	      0		285	307																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			52.1
npz6.13.jpg	      0		401	1724																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			81.2
npz6.13.jpg	      0		1024	1184																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			57.8
npz6.13.jpg	      0		919	126																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			75.8
npz6.13.jpg	      0		277	380																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			46.2
npz6.13.jpg	      0		984	1220																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			56.7
npz6.13.jpg	      0		611	82																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			69.9
npz6.13.jpg	      0		681	812																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			17.4
npz6.13.jpg	      0		1061	1776																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			100.0
npz6.13.jpg	      0		224	626																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			31.3
npz6.13.jpg	      0		137	84																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			76.1
npz6.13.jpg	      0		530	1036																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			18.3
npz6.13.jpg	      0		238	1864																			Macroalgae	Drift Algae			Open	80300000			96.5
npz6.13.jpg	      0		409	1547																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			65.1
npz6.13.jpg	      0		795	444																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			45.4
npz6.13.jpg	      0		425	486																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			32.8
npz6.13.jpg	      0		120	69																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			78.1
npz6.13.jpg	      0		487	1608																			Substrate	Consolidated (Hard)	Cobbles		Open	82001004			70.2
npz6.14.jpg	      0		756	1337																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			47.9
npz6.14.jpg	      0		173	1886																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			100.0
npz6.14.jpg	      0		863	677																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			42.8
npz6.14.jpg	      0		605	663																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			27.2
npz6.14.jpg	      0		678	584																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			37.3
npz6.14.jpg	      0		826	613																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			43.9
npz6.14.jpg	      0		155	1563																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			71.6
npz6.14.jpg	      0		355	571																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			37.2
npz6.14.jpg	      0		784	1119																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			33.9
npz6.14.jpg	      0		849	349																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			65.6
npz6.14.jpg	      0		524	1307																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			38.0
npz6.14.jpg	      0		369	419																			Macroalgae	Erect Coarse Branching	Red	Foliose	Open	80300906			50.9
npz6.14.jpg	      0		212	550																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			46.0
npz6.14.jpg	      0		997	1265																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			59.3
npz6.14.jpg	      0		736	1760																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			85.5
npz6.14.jpg	      0		834	596																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			45.6
npz6.14.jpg	      0		785	1021																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			29.6
npz6.14.jpg	      0		753	864																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			25.3
npz6.14.jpg	      0		155	356																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			64.9
npz6.14.jpg	      0		141	412																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			61.1
npz6.14.jpg	      0		206	1155																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			36.9
npz6.14.jpg	      0		254	1753																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			85.2
npz6.14.jpg	      0		46	804																			Substrate	Consolidated (Hard)	Rock		Open	82001002			46.1
npz6.14.jpg	      0		91	727																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			44.5
npz6.14.jpg	      0		374	659																			Macroalgae	Erect Fine Branching	Red	Foliose	Open	80300910			28.5
npz6.15.jpg	      0		219	1498																			Substrate	Consolidated (Hard)	Rock		Open	82001002			53.9
npz6.15.jpg	      0		708	141																			Substrate	Consolidated (Hard)	Rock		Open	82001002			89.0
npz6.15.jpg	      0		530	143																			Substrate	Consolidated (Hard)	Rock		Open	82001002			88.9
npz6.15.jpg	      0		852	393																			Substrate	Consolidated (Hard)	Rock		Open	82001002			68.4
npz6.15.jpg	      0		923	873																			Unscorable				Limited	1			34.6
npz6.15.jpg	      0		903	1814																			Substrate	Consolidated (Hard)	Rock		Open	82001002			72.8
npz6.15.jpg	      0		541	22																			Substrate	Consolidated (Hard)	Rock		Open	82001002			100.0
npz6.15.jpg	      0		1023	1722																			Substrate	Consolidated (Hard)	Rock		Open	82001002			70.2
npz6.15.jpg	      0		255	1832																			Substrate	Consolidated (Hard)	Rock		Open	82001002			77.7
npz6.15.jpg	      0		612	1299																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			19.8
npz6.15.jpg	      0		840	1157																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			21.4
npz6.15.jpg	      0		252	1324																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			41.1
npz6.15.jpg	      0		452	959																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			20.0
npz6.15.jpg	      0		725	1571																			Substrate	Consolidated (Hard)	Rock		Open	82001002			46.2
npz6.15.jpg	      0		955	1621																			Substrate	Consolidated (Hard)	Rock		Open	82001002			58.8
npz6.15.jpg	      0		309	577																			Substrate	Consolidated (Hard)	Rock		Open	82001002			56.0
npz6.15.jpg	      0		1068	1285																			Substrate	Consolidated (Hard)	Rock		Open	82001002			45.6
npz6.15.jpg	      0		722	1112																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			9.6
npz6.15.jpg	      0		816	1558																			Substrate	Consolidated (Hard)	Rock		Open	82001002			47.6
npz6.15.jpg	      0		443	846																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			28.1
npz6.15.jpg	      0		635	485																			Substrate	Consolidated (Hard)	Rock		Open	82001002			56.4
npz6.15.jpg	      0		762	306																			Substrate	Consolidated (Hard)	Rock		Open	82001002			74.4
npz6.15.jpg	      0		343	1516																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			47.8
npz6.15.jpg	      0		77	1879																			Substrate	Consolidated (Hard)	Rock		Open	82001002			89.9
npz6.15.jpg	      0		592	1265																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			16.9
npz6.16.jpg	      0		709	1387																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			55.6
npz6.16.jpg	      0		237	66																			Unscorable				Open	1			89.6
npz6.16.jpg	      0		569	1398																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			55.2
npz6.16.jpg	      0		796	33																			Unscorable				Open	1			88.6
npz6.16.jpg	      0		344	30																			Unscorable				Open	1			89.4
npz6.16.jpg	      0		759	257																			Unscorable				Open	1			65.3
npz6.16.jpg	      0		684	1614																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			78.1
npz6.16.jpg	      0		510	1588																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			75.0
npz6.16.jpg	      0		798	1056																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			30.1
npz6.16.jpg	      0		654	74																			Unscorable				Open	1			81.9
npz6.16.jpg	      0		763	1648																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			83.1
npz6.16.jpg	      0		596	622																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			25.1
npz6.16.jpg	      0		757	952																			Unscorable				Limited	1			20.6
npz6.16.jpg	      0		478	1277																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			43.8
npz6.16.jpg	      0		601	711																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			16.0
npz6.16.jpg	      0		498	712																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			17.7
npz6.16.jpg	      0		296	233																			Unscorable				Open	1			71.3
npz6.16.jpg	      0		715	338																			Unscorable				Open	1			56.1
npz6.16.jpg	      0		674	550																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			33.9
npz6.16.jpg	      0		700	123																			Unscorable				Open	1			77.5
npz6.16.jpg	      0		566	1718																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			88.2
npz6.16.jpg	      0		21	1579																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			93.5
npz6.16.jpg	      0		289	1462																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			68.6
npz6.16.jpg	      0		1041	1715																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			100.0
npz6.16.jpg	      0		402	453																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			46.2
npz6.17.jpg	      0		36	946																			Substrate	Consolidated (Hard)	Rock		Open	82001002			54.9
npz6.17.jpg	      0		141	1404																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			59.3
npz6.17.jpg	      0		237	1144																			Substrate	Consolidated (Hard)	Rock		Open	82001002			35.7
npz6.17.jpg	      0		560	1560																			Biota	General Unknown Biology			Open	80000000			57.0
npz6.17.jpg	      0		679	1531																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			55.6
npz6.17.jpg	      0		733	120																			Substrate	Consolidated (Hard)	Rock		Open	82001002			96.7
npz6.17.jpg	      0		883	1065																			Substrate	Consolidated (Hard)	Rock		Open	82001002			35.2
npz6.17.jpg	      0		593	1091																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			8.6
npz6.17.jpg	      0		946	1648																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			78.1
npz6.17.jpg	      0		923	637																			Substrate	Consolidated (Hard)	Rock		Open	82001002			56.2
npz6.17.jpg	      0		679	1716																			Substrate	Consolidated (Hard)	Rock		Open	82001002			74.5
npz6.17.jpg	      0		143	533																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			66.9
npz6.17.jpg	      0		901	1279																			Substrate	Consolidated (Hard)	Rock		Open	82001002			45.8
npz6.17.jpg	      0		893	504																			Substrate	Consolidated (Hard)	Rock		Open	82001002			65.1
npz6.17.jpg	      0		912	322																			Substrate	Consolidated (Hard)	Rock		Open	82001002			82.6
npz6.17.jpg	      0		367	1510																			Substrate	Consolidated (Hard)	Rock		Open	82001002			55.2
npz6.17.jpg	      0		593	180																			Substrate	Consolidated (Hard)	Rock		Open	82001002			88.5
npz6.17.jpg	      0		956	1406																			Substrate	Consolidated (Hard)	Rock		Open	82001002			59.0
npz6.17.jpg	      0		89	1258																			Substrate	Consolidated (Hard)	Rock		Open	82001002			54.9
npz6.17.jpg	      0		145	1667																			Substrate	Consolidated (Hard)	Rock		Open	82001002			80.6
npz6.17.jpg	      0		177	987																			Sponges	Massive Forms	Simple		Open	10000904			39.7
npz6.17.jpg	      0		519	875																			Substrate	Consolidated (Hard)	Rock		Open	82001002			15.6
npz6.17.jpg	      0		547	649																			Substrate	Consolidated (Hard)	Rock		Open	82001002			39.0
npz6.17.jpg	      0		980	1304																			Substrate	Consolidated (Hard)	Rock		Open	82001002			54.1
npz6.17.jpg	      0		172	150																			Substrate	Consolidated (Hard)	Rock		Open	82001002			100.0
npz6.18.jpg	      0		366	474																			Substrate	Unconsolidated (Soft)	Pebble / Gravel	Pebble (10-64Mm)	Open	82001012			79.5
npz6.18.jpg	      0		211	825																			Substrate	Unconsolidated (Soft)	Sand / Mud (<2Mm)	Coarse Sand (With Shell Fragments)	Open	82001014			56.0
npz6.18.jpg	      0		272	1653																			Substrate	Consolidated (Hard)	Rock		Open	82001002			65.8
