"Sample","Family","Genus","Species","Count","Length","PRECISIONS","RMS_PT1","RANGE","OpcodeCam","Observer","CampaignID"
10967,"Lutjanidae","Lutjanus","sebae",1,566.189,1.436,7.222,1285.511,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,275.365,3.416,10.534,2542.769,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,281.864,4.346,11.26,2615.322,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,291.357,3.893,11.273,1746.25,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,291.731,6.854,4.969,2763.733,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,294.919,6.176,13.509,2495.679,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,296.924,6.445,6.971,2737.753,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,304.623,4.804,10.135,2042.123,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,305.92,4.904,12.405,2272.345,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,318.627,6.625,8.162,1960.295,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,324.708,0.612,6.128,753.603,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Lutjanidae","Lutjanus","vitta",1,324.897,0.617,11.55,758.552,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","areolatus",1,241.966,6.955,17.536,2601.251,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","areolatus",1,326.194,8.104,8.627,2560.333,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","areolatus",1,340.729,17.708,9.159,4251.498,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","areolatus",1,355.26,16.642,16.927,4187.693,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","areolatus",1,364.015,14.133,9.99,3391.689,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Epinephelus","rankini",1,656.929,10.553,17.143,4203.224,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,404.647,12.592,17.283,3818.248,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,416.292,8.654,11.837,3041.542,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,439.266,12.041,14.923,3617.637,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,493.423,8.453,11.481,3296.07,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,501.796,22.288,11.787,4175.699,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10967,"Serranidae","Plectropomus","maculatus",1,542.754,14.235,11.665,3809.824,"A3MEDIUMB 41","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,456.64,1.056,3.034,1107.043,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,465.278,1.367,5.919,1062.905,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,467.541,0.958,2.568,1219.408,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,472.973,2.823,10.8,1313.456,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,490.103,1.186,2.489,1228.756,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,492.043,1.665,7.012,1332.193,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,493.389,1.094,3.333,995.201,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,498.747,2.408,6.148,1574.22,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10969,"Lutjanidae","Lutjanus","sebae",1,523.382,1.189,2.226,1157.189,"A3MEDIUMB 43","Brigit Vaughan","NWSS Seismic3"
10970,"Serranidae","Epinephelus","areolatus",1,273.118,2.068,0.569,1480.264,"A3MEDIUMB 48","Brigit Vaughan","NWSS Seismic3"
10972,"Serranidae","Epinephelus","areolatus",1,159.88,0.708,0.961,861.347,"A3MEDIUMB 45","Brigit Vaughan","NWSS Seismic3"
10972,"Serranidae","Epinephelus","areolatus",1,169.594,3.48,0.551,1353.554,"A3MEDIUMB 45","Brigit Vaughan","NWSS Seismic3"
10972,"Serranidae","Epinephelus","areolatus",1,208.606,0.78,2.869,1013.601,"A3MEDIUMB 45","Brigit Vaughan","NWSS Seismic3"
10972,"Serranidae","Epinephelus","areolatus",1,213.397,2.273,8.437,1164.017,"A3MEDIUMB 45","Brigit Vaughan","NWSS Seismic3"
10972,"Serranidae","Epinephelus","areolatus",1,214.926,0.888,6.781,1172.619,"A3MEDIUMB 45","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,282.436,0.798,2.367,1052.364,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,289.488,1.185,3.407,1094.198,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,297.808,0.772,4.47,976.818,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,312.01,0.544,1.521,664.228,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,312.936,0.907,4.599,1032.917,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,319.676,1.541,3.757,1337.009,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,322.931,4.979,4.37,1840.703,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,324.718,0.959,6.296,925.899,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,325.709,2.117,2.073,1586.539,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,327.778,1.041,0.587,1136.548,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,329.057,0.72,2.075,736.44,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",1,329.32,0.676,2.621,850.91,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,352.751,11.097,5.532,2893.13,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,359.996,1.89,3.939,1157.934,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,365.625,5.358,3.592,2629.875,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,376.906,2.244,1.587,1059.467,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,426.882,0.747,2.455,798.01,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,433.564,0.781,3.181,853.278,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,442.256,2.83,4.034,1857.727,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,450.439,1.099,3.339,1269.914,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,495.009,1.164,3.654,900.906,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,506.69,0.919,8.406,1021.74,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","sebae",1,524.417,1.321,6.613,1156.202,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,313.675,1.408,4.697,1465.411,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,317.022,2.168,3.747,1664.67,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,327.822,1.59,4.938,1409.457,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,332.659,0.94,1.854,1046.272,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,337.922,1.559,5.561,1173.798,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,346.37,1.386,2.879,1186.746,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Lutjanidae","Lutjanus","vitta",1,348.385,0.524,4.208,654.289,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","areolatus",1,331.393,1.14,1.711,1111.338,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","areolatus",1,331.563,17.424,7.305,5300.934,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","areolatus",1,382.367,3.182,6.528,1800.168,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","areolatus",1,383.482,12.146,2.237,3676.187,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","rankini",1,578.957,3.431,5.394,2705.418,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","rankini",1,619.52,21.996,4.624,3724.267,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","rankini",1,669.714,8.671,11.188,3500.136,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Epinephelus","rankini",1,671.152,1.611,4.488,1369.731,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10975,"Serranidae","Plectropomus","maculatus",1,522.067,11.032,7.564,2564.883,"A3MEDIUMB 1","Brigit Vaughan","NWSS Seismic3"
10977,"Lethrinidae","Lethrinus","punctulatus",1,295.562,0.576,0.563,708.867,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10977,"Lethrinidae","Lethrinus","punctulatus",1,295.963,1.576,3.372,1534.111,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10977,"Lethrinidae","Lethrinus","punctulatus",1,318.068,1.39,1.823,1185.713,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10977,"Lutjanidae","Lutjanus","sebae",1,524.002,1.21,2.033,1198.446,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10977,"Lutjanidae","Lutjanus","vitta",1,321.617,2.088,0.525,1118.121,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10977,"Serranidae","Plectropomus","maculatus",1,451.281,3.011,2.053,2342.523,"A3MEDIUMB 3","Brigit Vaughan","NWSS Seismic3"
10978,"Lutjanidae","Lutjanus","sebae",1,499.567,1.74,0.619,1287.372,"A3MEDIUMB 4","Brigit Vaughan","NWSS Seismic3"
10978,"Lutjanidae","Lutjanus","sebae",1,515.996,1.142,2.214,1262.632,"A3MEDIUMB 4","Brigit Vaughan","NWSS Seismic3"
10978,"Lutjanidae","Lutjanus","sebae",1,517.285,4.267,0.815,2005.616,"A3MEDIUMB 4","Brigit Vaughan","NWSS Seismic3"
10978,"Lutjanidae","Lutjanus","sebae",1,528.208,1.537,0.987,1203.702,"A3MEDIUMB 4","Brigit Vaughan","NWSS Seismic3"
10996,"Lutjanidae","Lutjanus","sebae",1,509.486,2.044,9.314,1308.063,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,118.827,7.044,16.709,2255.041,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,195.672,1.454,4.916,1351.982,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,202.614,1.334,7.044,1591.139,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,210.534,1.682,10.224,1330.883,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,218.548,4.508,11.966,2483.66,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,229.357,0.981,6.698,931.59,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,239.519,3.399,3.717,1697.261,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10996,"Serranidae","Epinephelus","areolatus",1,244.278,1.946,2.342,1202.392,"A3MEDIUMB 19","Mike Taylor","NWSS Seismic3"
10998,"Serranidae","Epinephelus","rankini",1,431.295,1.454,3.49,1370.336,"A3MEDIUMB 17","Mike Taylor","NWSS Seismic3"
11005,"Lethrinidae","Lethrinus","punctulatus",1,286.893,3.511,5.176,1674.876,"A3MEDIUMB 26","Brigit Vaughan","NWSS Seismic3"
11005,"Lutjanidae","Lutjanus","sebae",1,600.211,1.768,6.21,1474.375,"A3MEDIUMB 26","Brigit Vaughan","NWSS Seismic3"
11007,"Lutjanidae","Lutjanus","sebae",1,506.386,1.766,4.934,1078.985,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Lutjanidae","Lutjanus","sebae",1,526.599,1.437,7.439,1106.729,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","areolatus",1,343.628,1.906,3.616,1180.439,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","areolatus",1,381.87,1.984,5.951,1480.698,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","areolatus",1,386.859,1.586,3.99,1402.112,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","rankini",1,539.009,2.168,6.486,1386.011,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","rankini",1,545.885,2.149,6.431,1580.531,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11007,"Serranidae","Epinephelus","rankini",1,549.743,2.13,4.492,1561.624,"A3MEDIUMB 37","Mike Taylor","NWSS Seismic3"
11008,"Lethrinidae","Lethrinus","punctulatus",1,287.363,1.072,1.242,1140.731,"A3MEDIUMB 36","Brigit Vaughan","NWSS Seismic3"
11008,"Lutjanidae","Lutjanus","sebae",1,405.024,22.85,0.945,3712.191,"A3MEDIUMB 36","Brigit Vaughan","NWSS Seismic3"
11008,"Lutjanidae","Lutjanus","sebae",1,578.359,9.529,2.665,2663.2,"A3MEDIUMB 36","Brigit Vaughan","NWSS Seismic3"
11009,"Lethrinidae","Lethrinus","punctulatus",1,284.224,1.567,0.862,1279.628,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,503.29,1.537,2.62,1295.474,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,530.484,1.279,0.189,1351.875,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,535.181,1.216,0.597,1261.181,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,556.037,1.481,3.348,1275.037,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,597.64,1.339,2.141,1202.49,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","sebae",1,669.064,1.302,0.458,1128.291,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Lutjanidae","Lutjanus","vitta",1,308.476,2.303,4.174,1706.879,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Serranidae","Epinephelus","areolatus",1,337.296,0.874,0.684,1033.83,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Serranidae","Epinephelus","areolatus",1,366.195,1.294,1.56,1435.348,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Serranidae","Epinephelus","rankini",1,453.239,2.71,0.091,1882.096,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11009,"Serranidae","Epinephelus","rankini",1,579.34,8.484,0.771,3257.877,"A3MEDIUMB 35","Brigit Vaughan","NWSS Seismic3"
11011,"Lethrinidae","Lethrinus","punctulatus",1,335.306,3.501,0.98,1744.503,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,363.942,0.872,1.288,994.705,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,394.949,1.95,2.37,1157.572,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,400.027,0.814,1.747,956.119,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,419.499,1.295,4.366,1403.508,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,428.639,0.835,2.186,936.164,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,438.589,1.296,5.496,1434.519,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,441.993,1.217,7.045,1434.841,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,443.174,2.226,1.024,1199.061,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,445.358,1.295,0.745,1381.067,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,457.886,1.704,1.965,1474.563,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,459.241,1.785,0.916,1554.937,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,474.512,1.076,2.387,1015.831,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,515.182,5.642,1.24,2406.514,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,515.781,1.464,3.158,1281.172,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,517.505,1.37,7.905,1041.387,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","sebae",1,517.725,4.174,1.779,1822.913,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","vitta",1,231.808,1.927,1.708,1958.176,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","vitta",1,247.911,4.182,5.246,2807.888,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","vitta",1,249.964,3.473,8.525,2305.443,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","vitta",1,285.306,5.93,4.676,2238.723,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Lutjanidae","Lutjanus","vitta",1,320.155,5.074,3.809,1874.786,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,290.628,20.547,4.221,4355.829,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,317.823,7.196,1.774,2389.717,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,321.335,3.969,1.434,1722.929,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,332.964,1.02,1.675,896.993,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,335.232,9.657,4.626,3200.477,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","areolatus",1,345.098,1.18,1.322,1085.969,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","rankini",1,555.275,1.211,4.034,1291.177,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","rankini",1,568.849,1.557,3.193,1326.782,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","rankini",1,629.266,0.898,3.402,955.841,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Epinephelus","rankini",1,671.298,5.61,0.908,2053.634,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Plectropomus","maculatus",1,512.778,19.275,9.857,5508.458,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Plectropomus","maculatus",1,540.808,9.29,2.702,2716.694,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11011,"Serranidae","Plectropomus","maculatus",1,549.531,11.963,6.463,4279.258,"A3MEDIUMB 34","Brigit Vaughan","NWSS Seismic3"
11012,"Lutjanidae","Lutjanus","sebae",1,528.172,1.247,6.07,1093.095,"A3MEDIUMB 38","Mike Taylor","NWSS Seismic3"
11012,"Lutjanidae","Lutjanus","sebae",1,591.707,1.262,9.305,1311.19,"A3MEDIUMB 38","Mike Taylor","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,257.714,2.494,1.403,1564.89,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,258.452,0.726,0.226,908.001,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,261.064,1.502,1.784,1533.67,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,262.439,5.246,2.203,1966.435,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,276.877,0.944,4.543,991.276,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,297.203,2.404,0.979,1280.68,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
11015,"Lethrinidae","Lethrinus","punctulatus",1,303.505,4.795,2.768,1958.181,"A3LOWB 1","Brigit Vaughan","NWSS Seismic3"
