"Sample","Family","Genus","Species","Count","Stage","Caabcode","CampaignID"
10975,"Haemulidae","Diagramma","pictum",3,"AD",37350003,"NWSS Seismic3"
10975,"Lethrinidae","Lethrinus","punctulatus",15,"AD",37351001,"NWSS Seismic3"
10975,"Lethrinidae","Gymnocranius","grandoculis",1,"AD",37351005,"NWSS Seismic3"
10975,"Pomacanthidae","Chaetodontoplus","personifer",2,"AD",37365008,"NWSS Seismic3"
10975,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009,"NWSS Seismic3"
10975,"Chaetodontidae","Coradion","altivelis",1,"AD",37365018,"NWSS Seismic3"
10975,"Labridae","Choerodon","cauteroma",1,"AD",37384005,"NWSS Seismic3"
10975,"Acanthuridae","Naso","sp",2,"AD",37437903,"NWSS Seismic3"
10975,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10975,"Balistidae","Sufflamen","fraenatum",1,"AD",37465014,"NWSS Seismic3"
10976,"Carangidae","Turrum","gymnostethus",12,"AD",37337022,"NWSS Seismic3"
10976,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002,"NWSS Seismic3"
10976,"Nemipteridae","Nemipterus","furcosus",9,"AD",37347005,"NWSS Seismic3"
10976,"Nemipteridae","Nemipterus","sp",6,"AD",37347901,"NWSS Seismic3"
10976,"Nemipteridae","Nemipterus","sp",5,"JUV",37347901,"NWSS Seismic3"
10976,"Pomacanthidae","Chaetodontoplus","duboulayi",1,"AD",37365009,"NWSS Seismic3"
10976,"Sphyraenidae","Sphyraena","barracuda",1,"AD",37382008,"NWSS Seismic3"
10976,"Labridae","Coris","dorsomacula",1,"AD",37384093,"NWSS Seismic3"
10976,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10976,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10977,"Synodontidae","Saurida","undosquamis",1,"AD",37118001,"NWSS Seismic3"
10977,"Serranidae","Epinephelus","areolatus",1,"AD",37311009,"NWSS Seismic3"
10977,"Serranidae","Plectropomus","maculatus",1,"AD",37311012,"NWSS Seismic3"
10977,"Serranidae","Epinephelus","bilobatus",1,"AD",37311062,"NWSS Seismic3"
10977,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
10977,"Carangidae","Turrum","gymnostethus",1,"AD",37337022,"NWSS Seismic3"
10977,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002,"NWSS Seismic3"
10977,"Lutjanidae","Lutjanus","vitta",1,"AD",37346003,"NWSS Seismic3"
10977,"Lutjanidae","Lutjanus","sebae",1,"AD",37346004,"NWSS Seismic3"
10977,"Nemipteridae","Nemipterus","furcosus",2,"AD",37347005,"NWSS Seismic3"
10977,"Nemipteridae","Scolopsis","regina",1,"AD",37347006,"NWSS Seismic3"
10977,"Nemipteridae","Pentapodus","nagasakiensis",4,"AD",37347012,"NWSS Seismic3"
10977,"Lethrinidae","Lethrinus","punctulatus",3,"AD",37351001,"NWSS Seismic3"
10977,"Sparidae","Argyrops","bleekeri",1,"AD",37353006,"NWSS Seismic3"
10977,"Mullidae","Parupeneus","heptacanthus",1,"AD",37355004,"NWSS Seismic3"
10977,"Pomacanthidae","Chaetodontoplus","personifer",1,"AD",37365008,"NWSS Seismic3"
10977,"Pomacanthidae","Chaetodontoplus","duboulayi",2,"AD",37365009,"NWSS Seismic3"
10977,"Pomacentridae","Chromis","sahulensis",3,"AD",37372004,"NWSS Seismic3"
10977,"Labridae","Choerodon","cauteroma",1,"AD",37384005,"NWSS Seismic3"
10977,"Labridae","Coris","dorsomacula",2,"AD",37384093,"NWSS Seismic3"
10977,"Pinguipedidae","Parapercis","snyderi",1,"AD",37390018,"NWSS Seismic3"
10977,"Balistidae","Abalistes","stellatus",4,"AD",37465011,"NWSS Seismic3"
10977,"Balistidae","Sufflamen","fraenatum",2,"AD",37465014,"NWSS Seismic3"
10977,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10977,"Elapidae","Aipysurus","laevis",1,"AD",39125007,"NWSS Seismic3"
10978,"Carcharhinidae","Loxodon","macrorhinus",2,"AD",37018005,"NWSS Seismic3"
10978,"Carcharhinidae","Negaprion","acutidens",1,"AD",37018029,"NWSS Seismic3"
10978,"Synodontidae","Saurida","undosquamis",1,"AD",37118001,"NWSS Seismic3"
10978,"Echeneidae","Echeneis","naucrates",2,"AD",37336001,"NWSS Seismic3"
10978,"Carangidae","Gnathanodon","speciosus",6,"JUV",37337012,"NWSS Seismic3"
10978,"Carangidae","Turrum","gymnostethus",37,"AD",37337022,"NWSS Seismic3"
10978,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002,"NWSS Seismic3"
10978,"Lutjanidae","Lutjanus","sebae",4,"AD",37346004,"NWSS Seismic3"
10978,"Nemipteridae","Nemipterus","furcosus",16,"AD",37347005,"NWSS Seismic3"
10978,"Nemipteridae","Pentapodus","porosus",3,"AD",37347007,"NWSS Seismic3"
10978,"Sparidae","Argyrops","bleekeri",2,"AD",37353006,"NWSS Seismic3"
10978,"Scombridae","Scomberomorus","queenslandicus",1,"AD",37441014,"NWSS Seismic3"
10978,"Balistidae","Abalistes","stellatus",3,"AD",37465011,"NWSS Seismic3"
10978,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012,"NWSS Seismic3"
10979,"Carcharhinidae","Loxodon","macrorhinus",1,"AD",37018005,"NWSS Seismic3"
10979,"Synodontidae","Saurida","undosquamis",1,"AD",37118001,"NWSS Seismic3"
10979,"Carangidae","Turrum","caeruleopinnatum",4,"AD",37337021,"NWSS Seismic3"
10979,"Nemipteridae","Nemipterus","celebicus",1,"AD",37347004,"NWSS Seismic3"
10979,"Nemipteridae","Nemipterus","furcosus",22,"AD",37347005,"NWSS Seismic3"
10979,"Sphyraenidae","Sphyraena","barracuda",1,"AD",37382008,"NWSS Seismic3"
10979,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10979,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012,"NWSS Seismic3"
10980,"Synodontidae","Saurida","undosquamis",1,"AD",37118001,"NWSS Seismic3"
10980,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
10980,"Carangidae","Turrum","caeruleopinnatum",4,"AD",37337021,"NWSS Seismic3"
10980,"Nemipteridae","Nemipterus","celebicus",2,"AD",37347004,"NWSS Seismic3"
10980,"Nemipteridae","Nemipterus","furcosus",1,"AD",37347005,"NWSS Seismic3"
10980,"Nemipteridae","Nemipterus","sp",2,"JUV",37347901,"NWSS Seismic3"
10980,"Labridae","Coris","dorsomacula",2,"AD",37384093,"NWSS Seismic3"
10980,"Gobiidae","unk","sp",1,"AD",37428000,"NWSS Seismic3"
10980,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10980,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007,"NWSS Seismic3"
10980,"Elapidae","Aipysurus","foliosquama",1,"AD",39125005,"NWSS Seismic3"
10981,"Synodontidae","Saurida","undosquamis",3,"AD",37118001,"NWSS Seismic3"
10981,"Carangidae","Turrum","gymnostethus",2,"AD",37337022,"NWSS Seismic3"
10981,"Nemipteridae","Nemipterus","celebicus",5,"AD",37347004,"NWSS Seismic3"
10981,"Nemipteridae","Nemipterus","furcosus",10,"AD",37347005,"NWSS Seismic3"
10981,"Mullidae","Parupeneus","heptacanthus",1,"AD",37355004,"NWSS Seismic3"
10981,"Sphyraenidae","Sphyraena","barracuda",1,"AD",37382008,"NWSS Seismic3"
10981,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10981,"Balistidae","Abalistes","stellatus",2,"JUV",37465011,"NWSS Seismic3"
10981,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007,"NWSS Seismic3"
10982,"Carcharhinidae","Carcharhinus","plumbeus",1,"AD",37018007,"NWSS Seismic3"
10982,"Synodontidae","Saurida","undosquamis",3,"AD",37118001,"NWSS Seismic3"
10982,"Carangidae","Seriolina","nigrofasciata",1,"AD",37337014,"NWSS Seismic3"
10982,"Carangidae","Turrum","caeruleopinnatum",1,"AD",37337021,"NWSS Seismic3"
10982,"Nemipteridae","Nemipterus","furcosus",7,"AD",37347005,"NWSS Seismic3"
10982,"Balistidae","Abalistes","stellatus",3,"AD",37465011,"NWSS Seismic3"
10982,"Monacanthidae","Chaetodermis","penicilligerus",1,"AD",37465013,"NWSS Seismic3"
10982,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007,"NWSS Seismic3"
10983,"Synodontidae","Saurida","undosquamis",5,"AD",37118001,"NWSS Seismic3"
10983,"Nemipteridae","Nemipterus","celebicus",3,"JUV",37347004,"NWSS Seismic3"
10983,"Nemipteridae","Nemipterus","furcosus",3,"AD",37347005,"NWSS Seismic3"
10983,"Nemipteridae","Nemipterus","sp",1,"JUV",37347901,"NWSS Seismic3"
10983,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10983,"Elapidae","Aipysurus","tenuis",1,"AD",39125008,"NWSS Seismic3"
10984,"Synodontidae","Saurida","undosquamis",2,"AD",37118001,"NWSS Seismic3"
10984,"Nemipteridae","Nemipterus","celebicus",5,"AD",37347004,"NWSS Seismic3"
10984,"Nemipteridae","Nemipterus","furcosus",1,"AD",37347005,"NWSS Seismic3"
10984,"Nemipteridae","Nemipterus","furcosus",8,"JUV",37347005,"NWSS Seismic3"
10984,"Bothidae","unk","spp",1,"AD",37460922,"NWSS Seismic3"
10984,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10984,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10985,"Carcharhinidae","unk","sp",1,"AD",37018915,"NWSS Seismic3"
10985,"Synodontidae","Saurida","undosquamis",2,"AD",37118001,"NWSS Seismic3"
10985,"Echeneidae","Echeneis","naucrates",2,"AD",37336001,"NWSS Seismic3"
10985,"Nemipteridae","Nemipterus","furcosus",8,"AD",37347005,"NWSS Seismic3"
10985,"Nemipteridae","Nemipterus","sp",2,"JUV",37347901,"NWSS Seismic3"
10985,"Nemipteridae","Pentapodus","sp",1,"AD",37347904,"NWSS Seismic3"
10985,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10986,"Carcharhinidae","Carcharhinus","plumbeus",1,"AD",37018007,"NWSS Seismic3"
10986,"Rhinidae","Rhynchobatus","australiae",1,"AD",37026005,"NWSS Seismic3"
10986,"Synodontidae","Saurida","undosquamis",3,"AD",37118001,"NWSS Seismic3"
10986,"Rachycentridae","Rachycentron","canadum",1,"AD",37335001,"NWSS Seismic3"
10986,"Echeneidae","Echeneis","naucrates",4,"AD",37336001,"NWSS Seismic3"
10986,"Nemipteridae","Nemipterus","furcosus",6,"AD",37347005,"NWSS Seismic3"
10986,"Nemipteridae","Nemipterus","sp",20,"JUV",37347901,"NWSS Seismic3"
10986,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10986,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10987,"Synodontidae","Saurida","undosquamis",1,"AD",37118001,"NWSS Seismic3"
10987,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
10987,"Nemipteridae","Nemipterus","furcosus",2,"AD",37347005,"NWSS Seismic3"
10987,"Nemipteridae","Nemipterus","sp",1,"JUV",37347901,"NWSS Seismic3"
10987,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10987,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10988,"Carcharhinidae","unk","sp",1,"AD",37018915,"NWSS Seismic3"
10988,"Synodontidae","Saurida","undosquamis",2,"AD",37118001,"NWSS Seismic3"
10988,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002,"NWSS Seismic3"
10988,"Nemipteridae","Nemipterus","furcosus",30,"AD",37347005,"NWSS Seismic3"
10988,"Haemulidae","Diagramma","pictum",1,"AD",37350003,"NWSS Seismic3"
10988,"Sparidae","Argyrops","bleekeri",1,"AD",37353006,"NWSS Seismic3"
10988,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10988,"Tetraodontidae","Lagocephalus","lunaris",1,"AD",37467012,"NWSS Seismic3"
10989,"Synodontidae","Saurida","undosquamis",2,"AD",37118001,"NWSS Seismic3"
10989,"Nemipteridae","Nemipterus","furcosus",9,"AD",37347005,"NWSS Seismic3"
10989,"Nemipteridae","Nemipterus","sp",14,"JUV",37347901,"NWSS Seismic3"
10989,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10990,"Rhinidae","Rhynchobatus","australiae",1,"AD",37026005,"NWSS Seismic3"
10990,"Synodontidae","Saurida","undosquamis",4,"AD",37118001,"NWSS Seismic3"
10990,"Serranidae","Epinephelus","rankini",1,"AD",37311010,"NWSS Seismic3"
10990,"Carangidae","Turrum","gymnostethus",4,"AD",37337022,"NWSS Seismic3"
10990,"Lutjanidae","Pristipomoides","multidens",1,"AD",37346002,"NWSS Seismic3"
10990,"Nemipteridae","Nemipterus","furcosus",33,"AD",37347005,"NWSS Seismic3"
10990,"Nemipteridae","Nemipterus","sp",13,"JUV",37347901,"NWSS Seismic3"
10990,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10991,"Synodontidae","Saurida","undosquamis",5,"AD",37118001,"NWSS Seismic3"
10991,"Echeneidae","Echeneis","naucrates",4,"AD",37336001,"NWSS Seismic3"
10991,"Carangidae","Turrum","gymnostethus",3,"AD",37337022,"NWSS Seismic3"
10991,"Nemipteridae","Nemipterus","furcosus",4,"AD",37347005,"NWSS Seismic3"
10991,"Labridae","Coris","dorsomacula",1,"AD",37384093,"NWSS Seismic3"
10991,"Balistidae","Abalistes","stellatus",1,"AD",37465011,"NWSS Seismic3"
10991,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007,"NWSS Seismic3"
10991,"Tetraodontidae","Lagocephalus","lunaris",10,"AD",37467012,"NWSS Seismic3"
10992,"Synodontidae","Saurida","undosquamis",3,"AD",37118001,"NWSS Seismic3"
10992,"Carangidae","Turrum","gymnostethus",1,"AD",37337022,"NWSS Seismic3"
10992,"Carangidae","Caranx","papuensis",1,"AD",37337064,"NWSS Seismic3"
10992,"Nemipteridae","Nemipterus","celebicus",3,"JUV",37347004,"NWSS Seismic3"
10992,"Nemipteridae","Nemipterus","furcosus",9,"AD",37347005,"NWSS Seismic3"
10992,"Nemipteridae","Pentapodus","porosus",2,"AD",37347007,"NWSS Seismic3"
10992,"Sphyraenidae","Sphyraena","barracuda",1,"AD",37382008,"NWSS Seismic3"
10992,"Scombridae","Scomberomorus","queenslandicus",3,"AD",37441014,"NWSS Seismic3"
10992,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10992,"Tetraodontidae","Feroxodon","multistriatus",1,"AD",37467010,"NWSS Seismic3"
10992,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012,"NWSS Seismic3"
10993,"Synodontidae","Saurida","undosquamis",7,"AD",37118001,"NWSS Seismic3"
10993,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
10993,"Carangidae","Turrum","gymnostethus",1,"AD",37337022,"NWSS Seismic3"
10993,"Nemipteridae","Nemipterus","furcosus",1,"AD",37347005,"NWSS Seismic3"
10993,"Nemipteridae","Nemipterus","sp",5,"JUV",37347901,"NWSS Seismic3"
10993,"Scombridae","Scomberomorus","sp",1,"AD",37441924,"NWSS Seismic3"
10993,"Balistidae","Abalistes","stellatus",3,"AD",37465011,"NWSS Seismic3"
10993,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007,"NWSS Seismic3"
10993,"Tetraodontidae","Lagocephalus","lunaris",2,"AD",37467012,"NWSS Seismic3"
10994,"Sphyrnidae","Sphyrna","mokarran",1,"AD",37019002,"NWSS Seismic3"
10994,"Synodontidae","Saurida","undosquamis",4,"AD",37118001,"NWSS Seismic3"
10994,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
10994,"Carangidae","Turrum","gymnostethus",8,"AD",37337022,"NWSS Seismic3"
10994,"Nemipteridae","Nemipterus","furcosus",1,"AD",37347005,"NWSS Seismic3"
10994,"Nemipteridae","Nemipterus","sp",2,"JUV",37347901,"NWSS Seismic3"
10994,"Sphyraenidae","Sphyraena","barracuda",1,"AD",37382008,"NWSS Seismic3"
10994,"Scombridae","Scomberomorus","queenslandicus",2,"AD",37441014,"NWSS Seismic3"
10994,"Bothidae","unk","spp",1,"AD",37460922,"NWSS Seismic3"
10994,"Balistidae","Abalistes","stellatus",2,"AD",37465011,"NWSS Seismic3"
10994,"Tetraodontidae","Lagocephalus","lunaris",8,"AD",37467012,"NWSS Seismic3"
10995,"Synodontidae","Saurida","undosquamis",4,"AD",37118001,"NWSS Seismic3"
10995,"Echeneidae","Echeneis","naucrates",1,"AD",37336001,"NWSS Seismic3"
